,name,total_rating,cost_rank,abv,cask_type,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral
3008,Smooth Ambler Old Scout Bourbon 7 Year,438,2,49.5,new charred oak,0,0,25,15,0,60,60,70,0,0,15,10,15,0
3009,Clyde May's Alabama Style Whiskey (85 Proof),427,2,42.5,"new, charred American oak",20,0,80,0,20,30,30,50,0,0,40,70,80,20
3010,Early Times Kentucky Whisky,194,1,40.0,used American oak,0,0,10,0,0,70,70,80,0,0,20,0,20,0
3011,Van Brunt Stillhouse Bourbon,52,2,40.0,new charred oak,0,0,20,0,0,70,80,75,0,0,20,0,15,10
3012,Laphroaig Select,1009,3,40.0,"Quarter Cask, PX Cask, Triple Wood and Ten-Year Old Casks",30,25,10,10,0,40,50,70,0,0,10,0,40,5
3013,Redemption Barrel Proof 6 Year Straight Rye,18,3,60.9,,15,0,35,5,0,70,70,75,0,0,20,0,0,0
3014,Woodford Reserve Master's Collection Straight Malt,52,4,45.2,new charred oak,10,0,20,0,0,75,75,85,0,0,25,5,40,0
3015,McClelland's Single Malt Speyside,147,2,40.0,,0,0,5,0,0,65,65,70,0,0,15,20,35,10
3016,Hirsch Selection 20 Year Rye,2,3,43.0,,20,0,20,40,20,50,50,50,0,0,15,0,15,30
3017,Old Potrero Straight Rye,79,3,45.0,new charred oak,20,0,65,10,25,80,80,75,15,10,25,0,10,0
3018,Van Brunt Stillhouse Rye Whiskey,39,2,40.0,"American oak, small barrels (size not specified)",0,0,80,0,0,35,30,70,0,0,5,15,20,25
3019,The Six Isles Blended Malt,37,2,43.0,,40,50,40,30,60,50,50,30,30,30,40,30,30,10
3020,Tyrconnell 10 Year Sherry Cask Finish,67,3,46.0,"ex-bourbon, ex-sherry",30,0,30,20,30,50,50,30,0,20,20,60,50,30
3021,Chivas Regal 12 Year,2347,2,40.0,,30,40,50,40,50,40,40,60,10,30,60,60,70,30
3022,Royal Lochnagar Distillers Edition,27,4,40.0,Finished in Ex-Muscat,20,20,50,30,50,60,60,60,10,10,60,50,70,70
3023,Jefferson's Rye,83,2,47.0,,20,0,50,0,40,50,30,50,0,0,30,30,40,10
3024,Pure Kentucky XO,384,2,53.5,American Oak,40,0,60,0,50,60,40,50,0,0,30,10,30,0
3025,Four Roses Yellow Label Bourbon,1986,1,40.0,"new, charred American oak",0,0,20,30,0,30,30,50,0,0,10,10,30,30
3026,Double Diamond Whiskey,7,3,40.0,,10,0,40,20,20,10,10,30,10,10,25,10,20,15
3027,Dancing Pines Bourbon,40,2,44.0,"new, charred American oak",5,0,0,10,0,10,10,50,0,0,45,0,50,40
3028,Amrut Single Malt Cask Strength,56,3,61.8,Oak,40,10,40,20,30,30,40,50,20,20,60,50,70,30
3029,Templeton Rye 4 Year,1532,3,40.0,"new, charred American oak",20,0,50,0,30,40,30,30,20,0,0,0,20,0
3030,Catoctin Creek Roundstone Rye,194,2,40.0,"new, charred American oak",0,0,35,0,10,40,40,80,0,0,5,15,30,5
3031,Black Grouse (Discontinued),290,1,40.0,,50,60,50,40,50,60,70,60,40,40,60,60,60,10
3032,Kilbeggan Blended Irish Whiskey,398,2,40.0,ex-bourbon,20,10,40,20,30,40,40,70,10,20,40,40,60,30
3033,Canadian Club Reserve 10 Year,28,1,40.0,,0,0,80,60,20,40,50,50,0,0,30,50,60,30
3034,Seagram's VO Gold,35,1,40.0,,0,0,70,20,40,60,60,70,0,0,40,30,60,40
3035,Sheep Dip,226,2,40.0,,5,0,5,0,10,65,65,80,0,5,40,15,25,5
3036,Cutty Sark,377,2,40.0,used American Oak barrels,20,0,40,50,60,40,40,50,10,20,50,70,60,30
3037,Hankey Bannister Original Blend,57,1,40.0,,10,0,40,30,30,50,50,70,10,10,60,40,60,20
3038,Old Line Bottled-in-Bond American Single Malt (2022 Release),1,3,50.0,"new, charred American oak ",30,0,80,50,10,60,50,20,0,0,70,40,40,0
3039,Brother's Bond Original Cask Strength Bourbon,9,3,57.9,"new, charred American oak",20,0,40,35,10,40,40,55,0,0,25,15,15,0
3040,Mulholland American Whiskey,6,2,50.0,,0,0,15,0,0,30,40,40,0,0,10,25,20,5
3041,Whistlepig Farmstock Rye Beyond Bonded,6,4,50.0,"new, charred American oak",30,0,85,65,10,35,35,20,0,0,15,35,20,0
3042,Hudson Whiskey Do The Rye Thing,36,2,46.0,"new, charred American oak",20,0,55,70,30,30,30,35,0,0,25,35,55,0
3043,Bird Dog 7 Year Small Batch Bourbon,47,2,44.0,"new, charred American oak",5,0,45,30,55,50,45,55,10,5,50,35,25,20
3044,Puncher's Chance Bourbon,63,2,45.0,"new, charred American oak",0,0,50,50,20,40,60,40,0,0,80,30,10,10
3045,Macallan 12 Year Triple Cask Matured,371,3,40.0,"European oak sherry seasoned oak casks, American oak sherry seasoned oak casks and American ex-bourbon oak casks",0,0,25,10,20,30,25,35,0,0,40,20,25,10
3046,Dewar's Portuguese Smooth,43,1,40.0,finished in port casks,20,10,30,0,15,35,35,50,0,0,25,45,50,0
3047,Abasolo Ancestral Corn Whisky,75,2,43.0,"used American oak and some new, toasted barrels",10,0,40,80,40,50,50,40,0,30,40,0,10,30
3048,Glen Grant Arboralis,20,2,40.0,ex-bourbon and Spanish sherry oak casks,0,0,0,30,20,20,15,35,0,0,40,20,40,10
3049,Little Book Chapter 3: The Road Home,159,4,61.3,"new, charred American oak",90,0,80,20,40,50,60,40,0,0,60,40,80,70
3050,Natterjack Irish Whiskey,22,2,40.0,"ex-bourbon, finished in virgin American oak ",20,0,45,20,25,40,40,70,0,0,35,35,40,0
3051,Chivas Regal Strathisla 12 Year Distillery Collection,328,4,40.0,,0,0,60,0,40,60,50,80,40,20,70,60,90,40
3052,Uncle Nearest 1884 Small Batch Whiskey (Sourced Whiskey),390,2,46.5,,0,0,50,45,20,40,30,65,0,30,60,55,30,40
3053,Still & Oak Straight Rye,10,2,45.0,"new, charred American oak",5,0,40,50,35,35,40,40,5,5,40,25,25,20
3054,Woodinville Double Barrel Blended Whiskey,31,2,43.0,"new, charred American oak; finished in used bourbon barrels",0,0,45,55,50,55,40,70,0,0,70,55,20,30
3055,Bushmills Rum Cask Reserve,17,4,40.0,first-fill Caribbean rum casks ,0,0,60,10,80,80,70,70,30,30,40,20,50,20
3056,Fettercairn 12 Year,120,3,40.0,American oak ex-bourbon,0,0,35,15,25,25,20,35,0,0,30,10,15,10
3057,Dalwhinnie Winter's Frost (Game of Thrones-House Stark),266,2,43.0,,0,0,20,10,10,30,35,20,5,0,30,30,10,0
3058,J.H. Cutter Whisky,15,2,48.0,"new, charred American oak, toasted new and used American oak, ex-port",0,0,35,20,20,40,50,25,0,0,15,15,25,0
3059,Eden Mill Hip Flask Series No. 3,0,4,47.0,virgin American oak octave cask (50 liters),10,5,70,15,20,25,40,75,5,20,70,10,50,30
3060,Lambay Single Malt Finished in Cognac Casks,35,3,40.0,finished in ex-cognac,0,0,30,60,0,30,50,60,10,30,70,50,60,50
3061,Wolfburn Small Batch Release No. 128,14,4,46.0,First-fill ex-bourbon quarter casks,25,15,45,5,0,35,40,35,5,10,20,5,15,0
3062,Cù Bòcan Limited Edition Virgin Oak,12,3,46.0,Virgin oak casks,30,30,20,0,10,35,40,25,10,0,25,10,25,0
3063,Glenglassaugh Port Wood Finish,12,3,46.0,"first-fill American oak, finished in port wood",0,0,35,10,25,20,25,40,0,0,20,15,25,10
3064,Ballantine's Glenburgie 15 Year,91,3,40.0,,0,0,40,30,10,25,20,25,0,0,35,10,35,20
3065,Glenturret Triple Wood,45,3,43.0,"ex-sherry American oak, ex-sherry European oak, ex-bourbon",10,0,75,30,50,60,65,60,0,0,50,50,75,20
3066,Barrell Bourbon New Year 2017,22,3,58.5,"new, charred American oak",60,0,55,35,20,45,55,50,15,15,40,35,40,30
3067,Big Spring Spirits Silver Lion White Corn Whiskey,1,2,40.0,unaged,0,0,35,25,30,20,15,20,10,10,10,5,30,10
3068,The Lakes The One Sherry Cask Finish,8,2,40.0,finished in ex-sherry casks,0,0,15,10,30,50,75,75,0,0,70,50,60,20
3069,Wiggly Bridge Small Barrel Bourbon,53,3,48.0,"""smaller than traditional"" new, charred American oak",5,0,25,5,10,30,25,25,0,0,25,0,10,15
3070,Stagecoach True American Whiskey,7,2,40.0,,0,0,10,10,25,20,20,60,10,0,40,0,15,0
3071,Vulson White Rhino Rye,3,3,41.0,unaged,0,0,80,60,5,5,30,40,0,0,40,10,70,20
3072,Glen Breton Ice 17 Year,5,4,54.6,American Oak and ex Ice Wine Casks,40,0,70,25,35,40,34,70,0,0,50,20,60,40
3073,Amrut Naarangi,17,4,50.0,finished in ex-Oloroso sherry casks filled with orange peel,5,5,90,50,50,45,30,60,0,0,10,15,70,10
3074,Melvale Straight Rye Whiskey,1,2,45.0,"new, charred American oak",10,0,35,15,0,25,20,30,0,0,10,0,50,10
3075,Feisty Spirits Blue Corn Bourbon,2,2,44.0,"new, charred American oak",10,0,65,10,0,15,20,35,0,0,25,0,45,15
3076,One Eight Distilling Untitled Whiskey No. 5,1,3,47.0,finished in a Tawny Port cask,0,0,45,15,0,45,60,25,0,0,15,10,50,10
3077,Sagamore Spirit Straight Rye,439,2,41.5,"new, charred American oak",10,0,60,70,20,50,50,60,0,0,50,40,20,60
3078,Tomatin Legacy,288,2,43.0,Bourbon and Virgin Oak,0,0,30,10,35,40,30,55,0,0,55,25,35,20
3079,Timorous Beastie Blended Malt,103,4,46.8,,15,0,45,20,35,50,60,65,5,0,70,60,65,60
3080,Glen Scotia Double Cask Single Malt,344,3,46.0,ex-bourbon and ex-Pedro Ximenez sherry,10,20,50,40,60,60,65,55,80,75,45,20,65,15
3081,Ottis Webber Oregon Wheat Whiskey,4,2,45.0,new American oak,40,0,70,60,20,40,40,40,20,10,50,35,20,40
3082,anCnoc Peter Arkle Bricks,5,3,46.0,Spanish and American oak,0,15,10,0,20,0,5,65,0,5,65,60,50,15
3083,Highland Harvest Blended Malt,10,2,40.0,,30,0,30,35,35,60,65,55,10,30,30,35,35,20
3084,The Oamaruvian Cask Strength DoubleWood 16 Year,20,5,58.4,American oak Ex-Bourbon and French oak Ex-Red Wine,0,0,45,20,45,70,45,40,0,0,25,35,55,10
3085,Rock Town Arkansas Hickory-Smoked Whiskey,21,2,45.0,ex-bourbon,70,0,30,10,20,30,30,30,0,0,40,20,0,0
3086,Jack Daniel's No. 27 Gold,228,4,40.0,"New, Charred American Oak and Maple Wood",40,0,20,0,20,35,10,45,0,0,35,0,25,0
3087,Dunville's Very Rare Irish Whiskey,3,2,40.0,,30,0,50,30,20,40,40,60,10,10,60,20,70,50
3088,1792 Port Finish,99,2,44.45,Finished in port casks,0,0,40,10,50,30,30,50,0,0,50,20,30,10
3089,Tap 357 Canadian Maple Rye Whisky,42,2,40.5,Ex-Bourbon,5,0,10,0,15,50,45,85,0,0,50,0,0,0
3090,Crazy Uncle Moonshine,2,3,40.0,,10,0,30,20,0,0,0,70,0,40,30,60,30,20
3091,Highland Reserve Blended Malt,5,2,40.0,,10,10,30,30,30,20,20,30,20,20,10,30,20,25
3092,Manatawny Still Works Small Batch Whiskey (Batch #5),1,2,47.0,"new, charred American oak",60,0,40,0,30,30,40,40,0,10,30,10,20,10
3093,Dunedin Doublewood 10 Year,6,4,40.0,"American oak, finished in French ex-New Zealand pinot noir wine casks",0,0,30,10,30,30,20,50,20,30,60,60,60,30
3094,Barrell Bourbon Batch 005,39,4,62.35,"New, Charred American Oak",25,0,85,0,40,75,80,90,0,30,90,0,75,15
3095,Coppersea Excelsior Bourbon,61,4,48.0,"new, charred New York oak",0,0,60,30,60,60,70,70,10,40,50,10,70,30
3096,Defiant American Single Malt Whisky,181,2,41.0,stainless steel tank with American oak spirals,5,0,30,5,10,25,25,30,0,0,25,5,15,10
3097,Nant Bourbon Wood 63% Single Cask Single Malt,6,5,63.0,ex-bourbon,0,0,30,20,10,50,40,60,20,30,70,60,30,30
3098,Big House Straight Bourbon 6 Year,71,1,45.0,"new, charred American oak",20,0,85,30,10,40,40,40,0,20,40,30,40,20
3099,Iowa Legendary Rye White Whiskey,2,2,40.0,,0,0,60,10,20,30,30,30,0,0,30,30,0,0
3100,Ardmore Legacy,520,2,40.0,,10,10,20,50,20,30,30,20,0,0,30,10,10,60
3101,Nikka Pure Malt White Whisky,59,3,46.0,,40,40,45,46,15,35,35,25,5,5,15,35,20,0
3102,Henry DuYore's Straight Bourbon Whiskey,14,2,45.6,"new, charred American oak & French Oak",50,0,80,60,10,60,80,70,0,30,70,30,70,40
3103,Kinahan's Blended Irish Whiskey,16,2,46.0,,10,0,30,35,15,40,40,75,0,0,50,25,30,0
3104,Pendleton Midnight Canadian Whisky,150,2,45.0,portion aged in ex-American Brandy barrels,30,0,100,10,50,70,40,40,0,10,30,10,60,0
3105,Rebel Yell American Whiskey (Discontinued),40,2,45.0,"new, charred American oak",0,0,70,0,10,60,40,65,0,0,50,30,40,0
3106,Naked Grouse Blended Whisky (Discontinued),102,2,40.0,first-fill sherry,0,0,70,30,50,50,50,55,0,0,30,40,65,10
3107,Seven Stills Fluxuate Whiskey,20,3,47.0,,30,0,50,10,70,80,90,70,10,30,70,0,20,20
3108,Seven Stills Chocasmoke Whiskey,31,3,47.0,,30,40,60,40,20,70,70,60,30,30,60,10,50,30
3109,Jim Beam Signature Craft Whole Rolled Oat Bourbon 11 Year,18,4,45.0,"new, charred American oak",0,0,50,20,30,20,10,60,0,0,20,20,10,0
3110,Six & Twenty Old Money Whiskey,34,2,40.0,"new, charred American oak",20,0,80,50,10,50,50,35,0,20,10,40,30,30
3111,Pinckney Bend Stout Cask Finish Whiskey,2,2,50.0,finished in used whiskey barrels previously holding Stout beer,30,0,70,0,30,70,70,80,0,0,60,20,20,0
3112,Onyx Moonshine 111,3,2,55.5,,0,0,30,20,30,30,30,30,0,10,20,20,0,30
3113,Troy & Sons Blonde Whiskey,26,2,40.0,,30,0,20,0,30,40,30,50,0,0,40,0,20,0
3114,Bunnahabhain Toiteach,193,3,46.0,,70,70,30,50,40,70,60,70,20,30,60,0,60,80
3115,Benjamin Prichard's Tennessee Whiskey,39,2,40.0,"new, charred American oak and ex-rum casks",0,0,79,49,73,85,80,78,0,0,83,52,58,48
3116,Jack Daniel's Unaged Tennessee Rye,51,3,40.0,,62,0,88,68,91,88,86,92,0,50,50,50,71,74
3117,Glenlivet Nàdurra Oloroso (Travel Retail),280,4,48.0,first fill oloroso sherry oak,40,5,70,30,30,80,80,70,50,20,20,0,70,20
3118,Old Blowhard 26 Year Bourbon,80,5,45.35,"new, charred American oak",40,0,50,30,20,50,50,55,0,0,30,45,45,0
3119,Hillrock Solera Aged Bourbon,273,4,46.3,"new, charred American oak, ex-oloroso sherry",20,0,40,20,40,40,50,60,20,30,40,0,60,50
3120,Pendleton 1910 12 Year Rye Whisky,332,2,40.0,,20,0,30,20,60,50,50,60,0,0,80,20,50,0
3121,Evan Williams Green Label,191,1,40.0,"new, charred American oak",20,0,30,10,20,30,20,60,20,10,50,10,50,30
3122,High West Campfire (Discontinued),1367,3,46.0,"new, charred American oak plus 2nd use ex-bourbon",60,40,60,30,40,50,80,50,20,20,30,0,60,40
3123,Buchanan's De Luxe 12 Year,363,2,40.0,,76,70,73,68,65,72,70,78,64,65,68,61,82,65
3124,Four Walls Bartender's Blend,0,4,45.0,,20,0,65,30,50,50,50,55,0,0,10,30,25,0
3125,Blackened Rye the Lightning,22,3,45.0,finished in Madeira and rum casks,20,0,30,25,20,55,55,60,0,0,20,50,80,0
3126,I.W. Harper Cabernet Cask Reserve Bourbon,83,2,45.0,"new, charred American oak; finished in California cabernet sauvignon casks",40,0,65,20,10,40,40,40,0,0,40,30,25,0
3127,Keeper's Heart Irish + American Whiskey,73,2,43.0,,10,0,50,60,60,40,50,40,0,0,80,60,40,30
3128,Rod & Hammer's SLO Stills Straight Bourbon,5,2,45.0,"new, charred American oak",30,0,80,70,10,50,30,20,0,10,60,30,10,0
3129,Elijah Craig Toasted Barrel Bourbon,868,2,47.0,"new, charred American oak; finished in toasted new oak barrels",30,0,90,35,20,35,35,45,0,0,40,35,40,0
3130,Dewar's Ilegal Smooth,32,1,40.0,finished in ex-mezcal casks,0,0,40,20,60,50,45,85,30,0,60,45,80,60
3131,Chivas Regal Extra 13 American Rye Cask,8,2,40.0,finished in American rye casks,10,10,35,15,15,25,25,25,10,0,35,10,20,10
3132,Jane Walker by Johnnie Walker,56,2,41.9,,25,25,80,40,30,35,35,35,15,15,15,70,25,0
3133,Darkness 8 Year Single Malt,47,2,47.8,"ex-bourbon, finished in oloroso sherry octave casks",0,0,40,25,40,35,20,40,0,0,45,20,25,10
3134,Treaty Oak Ghost Hill Texas Bourbon,116,2,47.5,"new, charred American oak",0,0,30,45,80,75,60,85,80,80,40,70,60,70
3135,Kilchoman Sauternes Cask Finish (2018 Edition),29,4,50.0,"ex-bourbon, finished in ex-Sauternes hogsheads",60,20,5,5,20,10,25,20,10,20,20,0,20,0
3136,Little Book Chapter 2: Noe Simple Task,253,4,55.0,,10,0,70,60,60,60,70,60,10,0,60,20,40,30
3137,Kilchoman Port Cask Matured (2018 Edition),42,4,50.0,ex-ruby port hogsheads,30,15,20,0,25,50,50,55,0,0,15,35,60,0
3138,Old Elk Blended Straight Bourbon,465,2,44.0,"new, charred American oak",15,0,35,30,20,30,35,60,5,5,50,10,20,10
3139,WhistlePig FarmStock Rye Crop No. 002,91,3,43.0,"Vermont oak & American oak, all char #3",0,0,15,30,20,20,20,15,0,0,15,20,20,0
3140,Ballyhoo Irish Whiskey,25,2,43.0,ex-bourbon & ex-port,15,0,15,10,15,25,20,20,0,0,50,10,25,25
3141,Bowmore No. 1,140,2,40.0,first-fill bourbon barrels,20,20,0,0,0,0,0,20,0,0,20,20,0,0
3142,SPEY Trutina,22,2,46.0,ex-bourbon,0,0,15,20,30,40,40,65,0,0,70,60,70,50
3143,The Epicurean Blended Malt,66,3,43.0,,10,0,40,25,10,20,30,50,0,0,40,30,60,15
3144,Long Road Distillers Rye Whisky,5,2,46.5,"new, charred American oak",15,0,95,20,25,65,40,70,0,10,50,0,65,10
3145,Long Road Distillers Corn Whisky,9,2,45.0,,30,0,50,40,40,60,30,70,0,10,75,15,25,45
3146,PUNI Alba,46,3,43.0,"ex-Marsala wine barrels, finished in Islay whisky barrels",60,45,60,65,20,10,30,30,20,20,50,55,70,45
3147,County Seat Spirits Hidden Copper Bourbon,3,2,45.0,"new, charred white oak",45,0,15,0,0,35,60,55,0,0,25,15,20,0
3148,Lost Distillery Jericho Christmas Pudding,2,3,44.8,ex-sherry,0,0,60,10,40,50,50,70,0,0,60,65,70,20
3149,White Pike Whiskey,0,2,40.0,used barrels,5,0,20,15,15,10,10,15,5,5,0,10,10,30
3150,Braunstein Danica Whisky,13,3,42.0,,0,0,65,60,70,50,70,50,0,0,55,30,55,40
3151,Emperial Cinnamoon,1,1,40.0,,20,0,50,30,20,20,25,20,10,0,15,15,20,10
3152,Barrell Bourbon Batch 007B,20,4,60.1,"new, charred american oak",15,0,80,35,60,70,90,85,0,10,75,20,70,10
3153,Barrell Whiskey Batch 002,30,3,61.9,"ex-bourbon, sherry",0,0,55,10,90,95,90,95,0,0,80,0,65,45
3154,Johnnie Walker Blenders' Batch Red Rye Finish,130,1,40.0,"first-fill ex-bourbon, finished in ex-rye casks",0,0,55,0,10,10,10,80,0,0,75,50,40,10
3155,Syntax Spirits Bourbon,2,2,47.5,"new, charred American oak",10,0,65,45,75,65,55,80,0,0,60,35,50,70
3156,Kyrö Juuri Unaged Rye Whisky,11,2,46.3,unaged,15,0,80,30,0,0,0,60,0,0,20,5,5,5
3157,Mannochmore 12 Year Flora & Fauna,20,2,43.0,,40,0,25,0,45,40,10,60,0,0,50,65,70,65
3158,Feisty Spirits Better Days Bourbon,4,2,44.0,"new, charred American oak",15,0,40,0,0,20,25,30,0,0,45,0,15,15
3159,OYO Bourbon Whiskey Michelone Reserve,67,2,45.0,White American oak,15,0,45,15,10,30,35,30,0,0,25,0,20,10
3160,Scapa Skiren,291,3,40.0,First-Fill American Oak,0,0,20,0,10,25,20,15,0,5,30,20,20,10
3161,Ridgeline Vermont Whiskey,9,2,49.0,"new oak, ex-bourbon, and ex-port",0,0,20,10,20,40,40,60,0,0,25,0,30,10
3162,The Glenrothes Peated Cask Reserve,58,3,40.0,"ex-bourbon, refill sherry, ex-peated Islay whisky",10,15,5,5,0,50,50,70,0,10,50,10,40,5
3163,Clark & Chesterfield Solera Aged American Single Malt,1,2,40.0,used barrels,0,0,40,20,20,20,20,20,10,10,20,10,10,0
3164,McKenzie Pure Pot Still Whiskey,23,2,45.0,matured in used McKenzie Bourbon and Rye barrels ,0,0,30,30,0,0,30,50,20,0,40,15,35,0
3165,New Riff New Make Bourbon Mash,4,2,45.0,unaged,0,0,40,50,10,40,45,15,0,0,10,0,10,0
3166,Arran 17 Year,10,4,46.0,ex-Sherry Cask,10,0,50,30,30,10,20,55,5,15,65,45,65,55
3167,Jameson Lively,25,2,40.0,,0,0,15,30,0,10,20,50,0,0,30,60,30,40
3168,Central Standard Bourbon,13,2,45.0,"new, charred American oak",0,0,50,20,10,20,15,20,10,0,30,10,0,0
3169,Redemption Straight Bourbon,620,2,42.0,"New, Charred American Oak",10,0,45,0,20,25,25,10,10,10,50,10,0,10
3170,Amador Whiskey Co. Double Barrel Bourbon,383,2,43.4,"New, Charred American Oak and Ex-Napa Valley Wine",35,0,60,25,15,40,35,45,10,10,40,35,35,15
3171,The Glenrothes Robur Reserve,64,2,40.0,Ex-Oloroso Sherry Spanish Oak and American Oak,0,0,20,10,25,25,20,40,0,0,40,20,25,10
3172,Double Diamond Limited Edition Bourbon 267,1,2,,American Oak,0,0,30,0,30,20,20,40,0,0,50,0,10,20
3173,Harvest Spirits John Henry Single Malt,15,3,42.0,new American oak finished in former Applejack barrels,25,0,40,40,10,10,10,10,0,30,30,20,30,45
3174,Glengarry Single Malt 12 Year,19,2,46.0,"ex-bourbon, re-fill, re-charred ",10,0,20,0,0,60,60,70,0,0,40,25,50,30
3175,Egan's 10 Year Single Malt Irish Whiskey,31,2,47.0,used American oak ,15,0,40,10,25,60,50,20,0,0,10,0,0,5
3176,Ironbark Corn Rye Moonshine,1,4,45.0,,30,0,20,20,0,0,0,60,30,30,0,50,40,0
3177,Spinnaker Speyside Single Malt,5,2,40.0,,20,20,60,40,20,40,40,20,60,50,20,40,30,40
3178,Kentucky Tavern Bourbon,59,1,40.0,"new, charred American oak",0,0,50,10,50,40,50,40,0,10,50,10,40,0
3179,Blackfly Bourbon Whiskey,11,3,41.9,"new, charred American oak",0,0,30,10,0,30,50,60,0,0,30,0,10,0
3180,James Oliver American Rye,65,2,50.0,,20,0,70,70,30,60,60,50,30,40,40,50,70,50
3181,Coppersea New York Green Malt Rye,4,3,45.0,,0,0,40,80,50,50,50,40,20,10,30,30,60,20
3182,Oppidan Malted Rye,10,2,46.0,"new, charred American oak",0,0,60,40,0,50,30,50,0,0,10,0,20,0
3183,Old Hickory Great American Straight Bourbon,19,2,43.0,"new, charred American oak",20,0,70,30,20,50,60,70,0,0,70,20,20,20
3184,James Oliver Bourbon-Barreled American Whiskey,26,2,43.0,ex-bourbon & ex-Sherry,0,0,60,60,0,30,50,50,20,20,50,40,50,70
3185,Banner Distillery Texas Wheat Whiskey,4,2,46.0,"new, charred American oak",60,0,90,30,0,50,40,50,0,0,20,30,50,0
3186,Two James Rye Dog White Whiskey,13,2,50.5,unaged,0,0,45,55,0,40,35,30,0,0,20,5,40,50
3187,Rod & Rifle Straight Rye,5,2,42.0,"new, charred American oak",60,0,70,20,0,60,40,40,0,0,15,0,5,10
3188,Rod & Rifle American Blended Whiskey,4,1,40.0,used whiskey barrels,40,0,10,0,0,60,30,50,0,0,25,0,10,0
3189,Virgil Kaine Robber Baron Rye Whiskey,51,2,45.5,"new, charred American oak",0,0,40,50,10,55,30,10,50,20,0,0,0,15
3190,Tualatin Valley Oregon Single Malt,5,3,46.0,"new, charred American oak",0,0,40,70,20,20,20,20,0,0,20,10,10,50
3191,George Dickel No. 1,40,1,45.5,,10,0,50,40,60,40,50,70,0,0,30,0,40,30
3192,Lyon Maryland Free State Rye,5,4,50.0,"new, charred American oak",25,0,50,45,15,35,35,35,0,0,35,35,30,15
3193,PennyPacker Bourbon,31,1,40.0,"new, charred American oak",20,0,60,50,30,60,50,60,0,0,60,10,70,30
3194,Bib & Tucker 6 Year Small Batch Bourbon,1192,3,46.0,"new, charred American oak",50,0,50,60,10,40,50,40,0,0,50,0,40,70
3195,Loch Lomond Original,250,2,40.0,,30,41,25,20,20,40,40,30,10,10,25,20,75,15
3196,Woodford Reserve Sweet Mash Redux Bourbon,15,4,45.2,"new, charred American oak",10,0,60,40,10,40,20,20,0,0,20,20,30,50
3197,1792 Sweet Wheat,479,2,45.6,"new, charred American oak",10,0,40,0,10,70,70,85,0,0,60,15,70,10
3198,Balvenie Rum Cask 17 Year,46,5,43.0,"used oak, finished in ex-Jamaican rum casks",15,0,60,5,15,65,70,90,0,0,50,10,60,25
3199,Lost Distillery Auchnagie,19,3,46.0,,10,10,10,5,5,60,60,80,0,0,50,15,40,30
3200,Bowmore Gold Reef,59,2,40.0,primarily 1st fill ex-bourbon,30,30,45,35,5,40,40,35,10,10,15,10,15,0
3201,Stronachie 10 Year,89,3,43.0,ex-bourbon,0,0,25,10,10,40,30,60,0,0,30,15,50,20
3202,George Dickel No. 8,283,1,40.0,"new, charred American oak",10,0,30,10,20,30,20,40,0,0,30,0,10,10
3203,Dark Corner Distillery Stumphouse Whiskey,4,2,40.0,used bourbon barrels,10,0,80,50,30,50,50,70,0,20,70,20,70,60
3204,Arran 16 Year,18,4,46.0,"ex-bourbon, ex-sherry",40,0,50,30,0,60,40,70,50,40,70,70,60,60
3205,Elk Rider Rye,12,2,46.0,"new, charred American oak",60,0,60,70,0,20,40,80,0,20,60,70,40,10
3206,Corsair Mosaic Hopped Whiskey,11,3,46.0,"new, charred American oak",0,0,15,20,10,40,40,80,0,0,10,0,35,80
3207,Journeyman Distillery W.R. Organic Whiskey,19,2,45.0,"new, charred American oak",0,0,70,20,40,50,60,50,0,0,30,10,20,50
3208,SILO Bourbon,12,2,45.0,new charred oak,0,0,50,0,15,50,40,75,0,0,40,10,25,15
3209,Evan Williams White Label Bottled in Bond Bourbon,1920,1,50.0,"new, charred American oak",20,0,79,76,76,79,78,83,0,0,86,72,81,63
3210,Berkshire Mountain Ommegang Cask Finished Bourbon,12,2,43.0,"new, charred American oak and ex-Ommegang Adoration Ale casks",5,0,50,55,45,40,40,55,0,0,45,20,55,0
3211,Mortlach Rare Old,150,4,43.4,ex-bourbon/ex-sherry,10,0,40,0,10,60,65,80,0,0,15,0,35,10
3212,Van Brunt Stillhouse American,13,2,40.0,,0,0,20,15,0,60,60,65,0,0,10,0,5,15
3213,Old Charter 8 Year,97,1,40.0,,0,0,10,0,0,65,65,80,0,0,15,0,10,0
3214,"English Whisky Co. Peated, Chapter 9",16,3,46.0,,40,30,10,20,5,65,65,75,0,0,15,0,10,10
3215,Clontarf 1014 Blended Irish Whiskey,125,1,40.0,ex-Bourbon,20,0,30,20,30,40,40,70,0,0,80,60,40,10
3216,Kings County Bourbon (Discontinued),221,2,45.0,"new, charred American oak",30,0,40,20,20,30,40,30,20,20,0,30,10,0
3217,Buffalo Trace White Dog #1,292,2,62.5,,0,0,30,0,40,20,20,60,0,30,0,0,0,30
3218,Tomintoul Peaty Tang,112,2,40.0,Ex-Bourbon,60,70,50,70,60,50,50,40,50,50,40,20,30,50
3219,Centennial 10 Year,26,1,40.0,Charred Oak,0,0,70,60,30,40,40,70,10,0,30,50,50,30
