,name,total_rating,cost_rank,abv,cask_type,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral
894,"Booker's Bourbon Batch 2019-02 ""Shiny Barrel Batch""",173,3,62.0,"new, charred American oak",10,0,80,35,60,70,70,50,15,10,50,20,25,10
895,Compass Box Peat Monster (Painting Label),184,3,46.0,refill hogsheads & custom French oak barrels with a heavy toast,50,60,20,30,15,55,55,40,30,5,15,20,40,5
896,Benromach Cask Strength Vintage 2008 (Batch 1),26,3,57.9,first-fill sherry and bourbon,20,15,25,15,40,55,40,25,5,5,25,20,30,10
897,Wilderness Trail Bottled in Bond Small Batch Bourbon (High Rye Bourbon),246,2,50.0,"new, charred American oak",5,0,35,10,15,55,55,60,0,3,25,10,20,0
898,Tamdhu 15 Year,85,4,46.0,American & European oak ex-sherry casks,0,0,20,10,40,50,45,30,0,0,30,25,40,10
899,Lagavulin Offerman Edition 11 Year,435,4,46.0,,60,60,55,30,50,55,55,50,45,45,30,25,25,0
900,Legent Bourbon,1301,2,47.0,partially finished in wine and sherry casks,10,0,60,0,20,80,90,70,0,10,80,40,70,0
901,Dad's Hat Pennsylvania Straight Rye Whiskey,46,2,47.5,"new, charred American oak",20,0,80,60,30,70,60,50,10,10,70,30,40,0
902,High West Campfire,156,3,46.0,"new, charred American oak and second use bourbon barrels",80,60,50,20,0,80,50,60,10,30,70,10,30,0
903,Ledaig 1998 Pedro Ximénez Sherry Cask Finish,6,5,55.7,"traditional oak, finished in Pedro Ximenez sherry casks",60,60,50,10,40,90,80,70,30,30,30,50,60,10
904,Tobermory 2005 Fino Cask Finish,7,4,55.1,"traditional oak, finished in fino sherry hogshead",30,0,50,0,40,90,80,60,30,50,20,20,50,20
905,J.P. Wiser's Alumni Whisky Series Wendel Clark,11,2,41.6,ex-bourbon,40,0,55,40,20,45,40,40,0,0,45,25,45,35
906,Egan's Fortitude Single Malt,24,2,46.0,Pedro Ximénez Casks,5,0,20,0,15,85,85,60,0,0,30,10,40,5
907,The Glenrothes 1974 Private Collection (Gordon & MacPhail),0,5,49.5,refill sherry puncheon,5,0,20,10,35,60,70,35,0,0,20,15,45,15
908,Westland Reverie Fig. 1,12,4,50.0,various including ex-bourbon and ex-Moscatel wine,15,0,40,30,15,50,50,50,0,0,25,45,80,20
909,Bearface 7 Year Triple Oak Canadian Whisky,198,2,42.5,"American oak ex-bourbon, French oak ex-wine, virgin Hungarian oak",55,0,45,20,35,45,50,40,0,0,35,35,45,30
910,Elijah Craig Barrel Proof Bourbon Batch C918,170,4,65.7,"new, charred American oak",0,0,35,0,15,25,50,20,0,15,15,10,0,0
911,Jack Daniel's Tennessee Tasters' Selection High Angel's Share Barrels,18,3,53.5,"new, charred American oak",40,0,65,25,10,45,45,45,0,0,40,50,30,0
912,Chicken Cock 10 Year Double Barrel Bourbon,20,5,52.0,"new, charred American oak",10,0,60,10,0,80,90,70,0,10,80,0,0,0
913,The Glenrothes Whisky Maker's Cut,149,3,48.8,first-fill sherry oak,30,0,80,45,45,80,90,70,20,20,50,30,70,30
914,The Glenrothes 25 Year,10,5,43.0,high proportion of first-fill sherry seasoned oak,30,0,90,60,50,100,100,60,10,30,30,60,40,20
915,Bruichladdich Black Art 1990 06.1 Edition 26 Year,42,5,46.9,undisclosed casks,15,0,75,15,15,45,45,40,15,15,25,40,70,15
916,Octomore 09.3 Dialogos,40,5,62.9,various whiskey and wine casks ,60,45,30,10,45,55,40,35,10,30,20,25,25,10
917,Port Charlotte Islay Barley 2011,108,3,50.0,1st fill American whiskey casks & 2nd fill wine casks,60,75,30,35,50,55,60,35,40,20,20,20,15,15
918,Remus Repeal Reserve Series II (2018 Medley),126,4,50.0,"new, charred American oak",10,0,40,25,40,55,65,70,5,5,65,15,20,15
919,Crown Royal Blender's Select,18,3,45.0,new oak,50,0,55,25,20,50,50,55,0,0,40,20,40,25
920,Macallan Edition No. 4,215,4,48.4,European & American oak ex-sherry casks,0,0,40,10,60,90,100,80,0,0,50,30,70,30
921,Woodinville Straight Bourbon Port Cask Finish,220,3,45.0,"new, charred American oak; finished in tawny port barrels",15,0,45,25,45,60,65,70,10,5,45,15,40,15
922,Belle Meade Bourbon Honey Cask Finish,18,4,56.8,"new, charred American oak; finished in a honey barrel",20,0,50,40,30,90,70,70,0,0,80,40,50,60
923,Woodford Reserve Straight Malt,423,2,45.2,"new, charred American oak",20,0,50,30,10,70,80,70,0,10,90,0,20,0
924,Glen Elgin 1997 Connoisseurs Choice Cask Strength (Gordon & Macphail),3,4,55.7,First-fill sherry butts,0,0,30,25,40,70,75,30,0,0,25,35,50,10
925,GlenAllachie 1989 28 Year 50th Anniversary Bottling #986,7,5,57.7,Sherry Butt,5,0,20,10,40,50,55,30,5,0,25,50,45,10
926,The Winter Queen (Adelphi),8,4,53.0,ex-sherry and ex-bourbon,0,0,65,40,40,60,55,40,0,0,25,15,30,5
927,Woodford Reserve Double Double Oaked (Winter 2017),48,4,45.2,"new, charred American oak",10,0,65,20,60,75,70,65,5,0,60,15,20,10
928,Bruichladdich 1985/32 Bourbon: Hidden Glory,9,5,48.7,ex-bourbon barrels & hogsheads,10,0,55,55,40,60,80,80,30,30,60,65,80,40
929,Glenmorangie Spìos,102,4,46.0,first-fill American ex-rye whiskey,10,0,60,35,30,50,45,45,10,0,40,30,45,35
930,Fukano Sherry Cask Limited Edition,33,4,43.0,ex-sherry cask,10,0,30,15,40,70,75,70,5,0,50,5,60,10
931,Big Peat 25 Year The Gold Edition,5,5,52.1,,30,25,30,10,35,50,65,20,25,25,15,10,30,15
932,Nikka Yoichi Rum Finish (2017 Release),4,5,46.0,finished in rum cask,80,40,15,10,30,50,60,85,20,30,15,25,75,20
933,Ohishi Tokubetsu Reserve,23,5,40.5,ex-sherry,10,0,30,25,35,60,60,50,5,0,40,10,30,20
934,Stalk & Barrel #Canada150,1,2,50.0,,35,0,55,20,20,45,50,52,0,0,45,30,55,35
935,Remus Repeal Reserve Series I (2017 Medley),95,3,47.0,"new, charred American oak   ",25,0,55,10,0,40,65,60,0,0,55,10,40,5
936,Compass Box Phenomenology,62,5,46.0,not disclosed,20,0,60,20,50,70,70,60,0,20,80,30,60,30
937,Yamazaki Limited Edition 2014,7,5,43.0,"American oak, ex-bourbon, European oak, ex-port, ex-sherry",40,20,10,15,30,60,50,79,10,20,20,14,85,30
938,Macallan Edition No. 3,196,4,48.3,European and American oak refill casks and former bourbon barrels,15,0,15,10,10,30,35,25,0,0,30,0,50,25
939,William Larue Weller Bourbon (Fall 2017),205,4,64.1,"new, charred American oak",30,0,40,35,5,40,40,70,0,0,40,30,45,0
940,Mic Drop 8 Year Straight Bourbon Whiskey,65,4,56.0,"new, charred American oak",35,0,55,30,20,53,53,60,0,0,35,25,24,0
941,Glen Elgin 18 Year (2017 Special Release),8,5,54.8,ex-bodega European oak butts,10,0,70,40,20,70,50,50,0,10,70,30,70,40
942,Glencadam The Re-Awakening 13 Year,23,3,46.0,,20,5,50,30,40,40,35,20,50,20,25,15,15,20
943,J.P. Wiser's Triple Barrel Rye,89,1,45.0,"ex-Canadian whisky, first-fill bourbon, and virgin oak",40,0,60,20,35,40,45,50,10,0,45,25,40,20
944,Glen Scotia 25 Year,10,5,48.8,"American oak, finished in first-fill bourbon",75,30,75,50,40,60,60,55,65,60,55,45,70,20
945,Compass Box The Double Single,34,4,46.0,re-charred ex-bourbon hogsheads and barrels,20,0,70,60,10,60,70,60,0,20,80,30,70,50
946,Ardbeg Kelpie (2017 Committee Release),73,5,51.7,virgin Adyghe Republic oak casks,80,50,30,20,40,80,70,50,80,60,50,40,30,0
947,High West Bourye (2017 Release),289,3,46.0,"new, charred white American oak",30,0,60,10,20,70,80,70,0,0,70,30,40,0
948,Glenmorangie Bacalta,127,4,46.0,ex-bourbon barrels and ex-Malmsey Madeira hogsheads,0,0,20,40,60,60,80,70,0,0,30,20,80,70
949,Westland Peat Week 2016,13,4,50.0,new American oak and first-fill bourbon,90,85,65,20,75,80,70,80,30,15,45,0,100,50
950,Ichiro's Malt Chichibu The Floor Malted,14,5,50.5,ex-bourbon and chibidaru quarter casks,15,20,50,30,45,60,65,80,18,10,70,13,85,25
951,Templeton Rye 10 Year Special Reserve,38,4,50.5,"new, charred American oak",40,0,70,25,30,50,45,55,30,0,55,15,15,10
952,Mosswood Nocino Barrel-Aged American Whiskey,5,2,46.0,finished in Nocino liqueur barrels,15,0,30,30,25,30,45,50,15,0,35,10,20,10
953,Port Charlotte 10 Year Second Edition,40,3,50.0,"first-fill bourbon, sherry, tempranillo, and French wine casks. ",75,70,60,75,30,65,70,65,50,60,50,50,60,65
954,Linkwood 37 Year 1978 (2016 Special Release),10,5,50.3,,10,0,50,40,30,70,50,40,10,60,40,30,60,30
955,The Nikka 12 Year,172,3,43.0,,10,10,60,35,45,55,55,80,15,10,40,30,85,20
956,Abraham Bowman Gingerbread Cocoa Finished Bourbon,25,3,45.0,"new, charred American oak; additional aging in ex-stout barrels",20,0,70,0,40,60,80,60,0,0,80,0,0,0
957,Wayne Gretzky No. 99 Red Cask Whisky,299,2,40.0,ex bourbon and red wine casks,45,0,50,10,10,50,60,50,0,0,40,20,60,25
958,Glen Scotia Victoriana,188,4,51.5,finished in heavily-charred barrels,30,0,30,10,10,75,70,80,0,0,20,0,50,5
959,GlenDronach Tawny Port Finish 15 Year,38,2,46.0,"european oak, finished in tawny port casks",25,0,65,15,45,80,85,80,10,30,50,0,75,20
960,Mackmyra Moment Bärnsten,7,4,49.8,"Swedish oak casks, cloudberry wine casks, and French Bordeaux casks.",10,0,30,20,50,60,60,85,0,0,80,80,90,50
961,Kavalan Distillery Reserve Peaty Cask,17,5,52.4,peated whisky cask,30,60,20,10,20,60,60,40,10,20,30,20,30,30
962,Jameson The Cooper's Croze,254,3,43.0,"virgin American oak, seasoned bourbon, and Iberian sherry",0,0,60,20,30,50,60,50,0,0,40,10,30,20
963,Westland Garryana 2016 Edition 11,41,4,56.2,"New Garry Oak, New Alba Oak, Used Alba Oak (Ex-Bourbon)",15,20,40,20,10,80,80,60,15,5,25,30,50,15
964,The Deveron 18 Year,47,4,40.0,,10,0,40,30,60,50,60,50,0,10,40,20,70,40
965,Laws Four Grain Straight Bourbon Cask Strength,56,3,56.0,"new, charred American oak",15,0,35,5,0,40,25,30,0,0,35,0,15,5
966,Stauning Young Rye (Bottled June 2014),19,3,50.9,new white oak,15,0,90,25,50,75,60,85,0,15,70,15,75,20
967,Leopold Bros. Rocky Mountain Peach Whiskey,14,2,30.0,finished in used bourbon,10,0,5,0,0,15,20,75,0,0,10,0,100,10
968,Amrut Spectrum,13,5,50.0,"ex-bourbon, new American oak, new Spanish oak, new French oak, and ex-Pedro Ximenez & ex-Oloroso sherry staves",30,10,50,10,20,60,80,60,10,20,50,30,50,30
969,Compass Box The Circus,33,5,49.0,ex-sherry butts,20,10,30,5,10,70,70,60,0,0,30,5,40,10
970,Port Charlotte 2007 CC:01,96,4,54.8,French oak previously containing Cognac,75,75,70,50,30,60,60,40,50,50,40,40,65,20
971,Maker's Mark American Pharoah,22,3,45.0,"new, charred American oak",30,0,30,50,40,50,40,50,0,0,40,30,50,25
972,Port Charlotte PC12 Oileanach Furachail,27,3,58.7,,60,85,45,20,30,50,55,40,40,40,20,30,65,15
973,Teeling Single Cask Single Malt Oloroso Finish,24,4,57.7,"ex-bourbon, finished in ex-oloroso sherry ",30,0,70,20,60,50,50,50,0,0,40,10,40,30
974,The Cally 40 Year (2015 Special Release),9,5,53.3,American oak,10,0,15,10,15,80,80,70,0,5,40,10,60,10
975,Glenkinchie 10 Year,76,4,43.0,,10,0,5,15,5,60,60,50,0,0,40,0,30,20
976,Old Ballantruan The Peated Malt 10 Year,50,3,50.0,Ex-Bourbon American Oak,35,20,10,35,20,30,20,40,10,5,25,10,20,10
977,Octomore 07.4/167 Virgin Oak,70,5,61.2,Virgin French oak and ex-bourbon,85,95,65,50,30,55,75,50,40,50,50,60,20,35
978,Jameson Crested,260,2,40.0,Spanish Sherry and American Bourbon,20,0,40,30,40,50,50,55,10,10,40,20,55,20
979,Gibson's Finest Rare 18 Year,27,3,40.0,Ex-Bourbon American Oak and New Oak,50,0,55,30,20,60,60,45,20,5,50,30,50,25
980,Ninety 20 Year Whisky,21,2,45.0,charred oak,50,0,55,10,25,60,60,60,10,0,50,25,60,35
981,1792 Single Barrel Bourbon,1107,2,49.3,"new, charred American oak",10,0,30,0,5,70,70,80,0,0,40,20,50,5
982,Royal Brackla 16 Year,86,4,40.0,"oak casks, finished in oloroso sherry butts",10,0,20,30,40,50,40,40,0,20,40,10,50,60
983,Forty Creek Heart of Gold,7,3,43.0,toasted oak,30,0,50,20,10,60,55,50,10,0,30,30,60,60
984,Kavalan Premium Single Cask Strength Single Malt PX Sherry Cask,1,5,55.6,ex-Pedro Ximénez sherry,0,0,60,20,30,60,80,70,0,0,10,20,100,20
985,Jack Daniel's Single Barrel Rye,472,2,47.0,"new, charred American oak",20,0,60,0,10,60,50,40,0,0,50,0,40,0
986,Tullamore D.E.W. Trilogy 15 Year,106,3,40.0,"ex-bourbon, ex-sherry, ex-rum",10,0,5,20,5,50,50,70,0,10,40,30,60,25
987,Benromach Heritage 35 Year,5,5,43.0,first-fill sherry casks,10,0,25,15,15,40,45,35,0,15,10,55,85,20
988,Speyburn Arranta Casks,65,2,46.0,first-fill ex-bourbon,10,0,50,30,20,50,60,50,0,0,60,40,50,40
989,Stalk & Barrel Rye Cask #17,16,3,46.0,ex-bourbon,15,0,90,40,10,40,40,45,5,5,25,50,45,60
990,Taconic Distillery Double Barrel Bourbon Whiskey with Maple Syrup,33,2,45.0,finished in ex-bourbon barrels which aged maple syrup,60,0,65,50,10,80,80,70,0,10,60,0,40,30
991,Glenfiddich 14 Year Bourbon Barrel Reserve,1453,3,43.0,"Ex-bourbon casks; finished in new,charred American oak",20,0,30,0,20,60,70,60,0,0,60,10,40,10
992,Johnnie Walker Select Casks Rye Cask Finish,183,2,46.0,first-fill American oak and ex-rye American oak,15,10,20,0,40,50,50,35,10,0,30,0,25,0
993,Rare Cask Reserves Ghosted Reserve 26 Year,7,5,42.0,,30,10,40,30,20,40,40,50,0,0,40,20,30,60
994,Catskill Provisions New York Honey Whiskey,15,2,40.0,"new, charred American oak",5,0,30,10,15,25,40,60,0,0,30,0,35,20
995,Rhetoric 21 Year Bourbon,142,4,45.1,"new, charred American oak",40,0,80,10,30,60,50,40,0,0,40,10,20,20
996,Raymond B. 100% Corn Whisky,1,4,40.0,Toasted American oak former rum barrels,0,0,40,10,50,40,40,70,0,0,50,0,30,30
997,Yellowstone Kentucky Straight Bourbon 7 Year (2015 Limited Edition),86,4,52.5,"new, charred American oak",0,0,40,0,30,40,60,40,0,0,40,0,10,0
998,Mackey Single Malt,5,4,49.0,ex-port,30,0,40,20,20,30,30,70,0,10,40,40,60,60
999,Littlemill 25 Year (2015 Release),8,5,50.4,"American & European oak, finished in ex-Oloroso sherry casks",0,20,70,20,50,80,80,60,0,0,40,50,90,60
1000,Old Forester President's Choice Bourbon,7,5,59.3,"new, charred American oak",30,0,40,10,0,70,60,40,0,0,50,5,30,20
1001,Hellyers Road Henry's Legacy Saint Valentines Peak Single Malt,0,4,60.1,ex-Australian-style port,0,0,60,30,10,30,70,50,20,10,40,50,50,50
1002,Limeburners Single Malt Port Cask,32,4,43.0,ex-bourbon & Australian-style port,10,0,70,40,40,40,50,70,20,20,40,40,70,50
1003,Old Forester Birthday Bourbon 2015,119,3,50.0,"new, charred American oak",15,0,30,20,10,80,80,70,0,5,40,15,40,0
1004,Sazerac Rye 18 Year (Fall 2015),48,3,45.0,"new, charred American oak",20,0,80,40,40,70,50,40,0,0,40,10,20,30
1005,Limeburners Single Malt Sherry Cask Standard Strength,21,4,43.0,ex-bourbon & Australian-style sherry,30,0,40,30,50,70,60,40,10,30,20,30,50,50
1006,Journeyman Distillery Three Oaks Single Malt Organic Whiskey,21,3,45.0,"ex-bourbon, ex-rum, and ex-port",10,0,20,30,10,80,100,90,0,10,70,0,40,30
1007,Timboon Port Expression Single Malt,12,4,41.5,ex-port,30,0,40,40,40,50,60,50,20,30,50,60,70,50
1008,Aultmore 12 Year,436,3,46.0,,30,15,15,0,10,35,35,30,10,10,45,0,40,10
1009,Nikka Miyagikyo 15 Year,27,5,45.0,,30,10,75,20,60,65,40,80,10,15,30,20,65,30
1010,Hellyers Road Original 10 Year Single Malt,67,3,46.2,american oak,40,0,30,10,60,40,60,50,0,10,50,30,40,40
1011,Arran Machrie Moor 5th Edition (2014 Release),111,3,46.0,,0,20,30,40,70,80,70,70,0,30,90,30,20,30
1012,Kilchoman Machir Bay (2014 Edition),211,2,46.0,ex-bourbon & ex-Sherry,50,70,40,0,20,60,70,80,40,70,40,0,40,10
1013,Evan Williams 12 Year Bourbon,206,4,50.5,"new, charred American oak",20,0,80,50,40,70,80,40,0,10,60,0,40,20
1014,Big Spring Spirits Silver Hare Wheat Whiskey,2,2,42.5,,0,0,10,70,30,10,10,60,0,10,40,10,20,10
1015,Laws Secale Straight Rye Whiskey,52,3,50.0,"new, charred American oak",0,0,80,60,20,40,20,60,0,10,60,10,60,40
1016,Balvenie Madeira Cask 17 Year,23,5,43.0,"used oak, finished in ex-Madeira wine casks",5,0,65,10,15,65,60,60,5,5,40,35,75,15
1017,Blade and Bow Bourbon,2180,2,45.5,"new, charred American oak",0,0,70,40,20,30,30,80,0,20,90,10,40,20
1018,Dalmore Cigar Malt Reserve,553,4,44.0,"ex-bourbon, ex-Matusalem oloroso casks, ex-Cabernet Sauvignon casks",60,50,70,40,70,80,80,80,15,15,70,50,80,50
1019,Glengoyne 21 Year,315,4,43.0,first-fill sherry,0,0,70,40,20,80,90,90,0,10,70,20,90,60
1020,Glenmorangie Burgundy Wood Finish,30,4,43.0,finished in ex-burgundy casks,0,0,50,20,30,80,80,70,30,40,60,50,80,50
1021,Glenfiddich Age of Discovery Madeira Cask 19 Year,76,4,40.0,finished in ex-madeira wine casks,30,0,80,10,20,90,90,70,10,10,60,10,60,50
1022,Jim Beam Single Barrel Bourbon (95 Proof),452,2,47.5,"new, charred American oak",50,0,60,30,40,70,80,70,0,20,70,20,50,50
1023,Aultmore 21 Year,48,5,46.0,refill hogsheads,20,0,60,20,40,55,55,75,0,10,50,50,80,45
1024,Highland Park Odin,52,5,55.8,first-fill sherry and refill hogsheads,30,30,50,20,40,70,70,70,20,30,40,40,80,40
1025,Sutcliffe & Son The Exceptional Grain,22,4,43.0,finished in first-fill sherry,20,0,40,30,40,45,45,70,0,20,40,40,70,10
1026,Speyburn 25 Year,8,5,46.0,ex-bourbon/ex-sherry,0,0,20,0,15,70,70,75,0,5,40,20,50,0
1027,anCnoc 18 Year,77,4,46.0,ex-bourbon/ex-sherry,15,0,25,0,20,70,70,70,0,10,15,10,40,0
1028,Bunnahabhain Ceòbanach,216,4,46.3,ex-bourbon,80,60,10,20,25,40,60,70,30,15,20,15,30,10
1029,MB Roland Still and Barrel Proof Bourbon,63,3,51.8,"new, charred American oak",20,0,70,30,30,50,70,70,0,10,80,20,40,50
1030,MB Roland Kentucky Black Patch Whiskey,9,3,52.7,3rd and 4th fill used-bourbon barrels,90,50,30,70,50,50,50,50,10,30,60,20,60,70
1031,Jim Beam Bonded Bourbon,475,1,50.0,"new, charred American oak",30,0,70,40,30,60,70,70,0,20,80,10,70,70
1032,Jim Beam Pre-Prohibition Style Rye,448,1,45.0,"new, charred American oak",0,0,90,50,50,70,70,60,0,10,70,20,60,60
1033,Redemption Barrel Proof 7 Year Straight Rye,25,4,61.2,"new, charred American oak",15,0,40,5,15,80,75,70,0,0,30,0,30,0
1034,Maker's Mark Cask Strength,1563,3,56.6,"new, charred American oak",20,0,90,40,50,70,80,60,0,50,90,0,60,0
1035,Whistlepig 10 Year Small Batch Rye,2589,3,50.0,finished in bourbon barrels,30,0,80,0,0,45,40,30,0,0,60,0,15,0
1036,Lost Prophet 22 Year Bourbon,170,4,45.05,"new, charred American oak",5,0,30,0,15,80,80,70,0,0,40,20,50,0
1037,Blue Hanger 10th Limited Release,8,4,45.6,,15,0,5,0,20,85,90,85,0,15,40,0,40,10
1038,Lot No. 40 Canadian Rye (2012 Release),126,3,43.0,,20,0,80,50,0,80,70,40,0,20,30,40,80,70
1039,"Treaty Oak Red Handed Bourbon (Kentucky, Indiana, Tennessee)",55,2,42.0,"new, charred American oak",20,0,55,20,15,30,25,50,0,0,50,45,60,20
1040,Bushmills 1608 Anniversary Edition,76,3,46.0,ex-bourbon,15,0,0,0,10,85,80,85,0,5,35,0,25,0
1041,Hillrock Estate Single Malt,52,4,43.0,,0,0,20,0,5,70,70,75,0,0,35,0,10,5
1042,Macallan 1824 Series Ruby,120,5,43.0,First Fill Eurpopean Oak Sherry Cask,0,0,70,20,10,40,70,60,0,20,50,10,70,20
1043,Kilchoman Vintage 2007,49,4,46.0,ex-bourbon,30,70,20,30,50,50,50,60,30,30,80,20,60,50
1044,Balvenie Tun 1401 Batch 9,11,5,49.3,used whisky and ex-sherry,53,0,81,61,74,79,81,73,43,46,70,54,77,68
1045,Glen Garioch 15 Year Renaissance,25,4,51.9,ex-sherry,0,0,25,5,10,80,80,70,0,0,20,0,30,5
1046,Highland Park Dark Origins,593,3,46.8,ex-bourbon/first fill sherry,30,25,0,0,0,70,70,80,0,0,20,0,25,10
1047,Aberlour 16 Year Double Cask Matured,897,3,43.0,first fill bourbon & sherry butts,12,12,68,54,65,83,85,81,56,54,78,35,78,59
1048,Westward Small Batch Oregon Straight Malt Whiskey,40,4,45.0,"new, lightly charred American oak",15,0,50,70,30,65,65,40,0,10,30,30,40,0
1049,William Larue Weller Bourbon (Fall 2014),45,3,70.1,new charred oak,0,0,40,0,15,80,80,65,0,5,25,10,25,0
1050,Sazerac 18 Year Rye (Fall 2014),29,3,45.0,new charred oak,0,0,35,10,15,80,80,65,0,0,20,15,25,0
1051,Elijah Craig 23 Year Single Barrel Bourbon,180,5,45.0,new charred oak,5,0,30,5,0,65,65,65,0,0,20,5,15,5
1052,anCnoc 16 Year,37,3,45.0,ex-bourbon,20,0,40,30,40,70,70,70,20,40,70,40,70,30
1053,Jack Daniel's Sinatra Select,552,4,45.0,"new, charred American oak",50,0,50,40,50,70,70,70,0,0,80,30,60,40
1054,Douglas Laing's Double Barrel Highland Park & Bowmore,11,3,46.0,,30,30,5,20,0,50,50,60,10,10,10,5,20,15
1055,Michter's 10 Year Single Barrel Rye,315,4,46.4,"new, charred American oak",15,0,30,20,10,75,75,60,0,0,10,0,10,10
1056,Lagavulin 12 Year (2008 Special Release),182,4,56.4,refill american oak,45,40,5,20,10,60,60,50,30,10,15,10,5,0
1057,Crown Royal 75th Anniversary Blend,181,3,40.0,,20,0,50,30,20,50,50,70,0,0,60,40,60,30
1058,Westland Single Cask Release #221,3,3,54.0,"new, charred American oak",30,0,60,70,20,50,50,50,10,10,30,40,50,40
1059,Westland Single Cask Release #281,2,3,52.0,"charred, new American oak; 1st fill Oloroso sherry",20,0,60,40,20,60,60,70,10,10,40,50,70,20
1060,Whisky Jewbilee Festival Bottling 2014 (Single Cask Nation),5,4,60.5,,5,0,30,5,0,70,70,70,0,0,20,0,30,10
1061,Johnny Drum Private Stock Bourbon,1088,2,50.5,"new, charred American oak",20,0,50,30,30,60,60,70,0,10,70,30,60,0
1062,Four Roses 125th Anniversary Limited Edition Small Batch Bourbon (2013),89,4,51.6,new charred oak,15,0,25,0,10,65,65,75,0,0,25,0,20,15
1063,Stronachie 12 Year,27,3,43.0,used American and European oak,20,20,40,40,30,60,60,70,0,20,40,50,70,30
1064,Abraham Bowman Double Barrel Bourbon,29,3,50.0,new oak,0,0,65,0,0,60,60,80,0,0,20,0,25,0
1065,The Irishman Cask Strength (2013 Release),12,5,54.0,ex-bourbon,20,0,60,40,20,60,50,60,0,0,50,50,70,30
1066,Auchentoshan 21 Year,136,5,43.0,ex-bourbon & ex-sherry,20,0,70,30,30,70,70,80,0,0,60,30,70,50
1067,BenRiach Septendecim 17 Year,78,4,46.0,ex-Bourbon,50,70,50,70,40,50,50,40,0,10,30,40,20,0
1068,Aberfeldy 21 Year,250,5,40.0,ex-bourbon & ex-Sherry,30,0,70,40,20,70,80,70,0,20,60,20,80,50
1069,Wild Turkey Forgiven,242,3,45.5,"new, charred American oak",50,0,70,30,20,60,60,70,0,0,50,40,40,10
1070,Tullamore D.E.W. 12 Year Special Reserve,567,2,40.0,ex-bourbon & ex-Sherry,60,0,40,20,30,60,60,70,0,0,70,20,40,20
1071,Glen Garioch Founder's Reserve,302,2,48.0,ex-bourbon and ex-sherry,20,0,40,50,50,60,60,50,30,0,60,70,60,20
1072,Bowmore The Devil's Casks 10 Year,47,4,56.9,First Fill Sherry Casks,50,50,90,40,40,60,60,70,40,40,40,50,60,30
1073,Hakushu 18 Year,168,5,43.0,"Used Bourbon, Hogshead, Puncheon, Sherry Casks",60,50,60,70,70,70,80,70,0,30,70,50,70,60
1074,BenRiach 15 Year Tawny Port Finish,57,4,46.0,"ex-bourbon, ex-Tawny Port ",20,0,50,30,40,50,50,50,0,10,30,40,80,60
1075,"Colonel E.H. Taylor, Jr. Small Batch Bottled in Bond Bourbon",6106,2,50.0,"new, charred American oak",40,0,40,30,80,70,70,50,20,10,50,20,40,50
1076,Ledaig 10 Year,1023,2,46.3,Ex-Bourbon,60,60,60,30,40,70,70,40,40,50,60,30,30,20
1077,Tobermory 10 Year,323,2,46.3,first-fill bourbon,0,0,50,30,30,60,60,60,30,40,50,50,70,30
1078,Stagg Jr Barrel Proof Bourbon Batch 1,2800,3,67.2,"new, charred American oak",60,0,50,20,60,70,70,60,0,0,60,40,70,50
1079,Bunnahabhain 18 Year,517,4,46.3,"ex-Bourbon, ex-Oloroso Sherry",30,30,60,20,50,70,60,70,20,40,50,30,70,20
1080,Caol Ila Distillers Edition,414,3,43.0,finished in Moscatel Sherry ,60,60,60,40,50,60,70,60,30,40,60,30,70,40
1081,Macallan 18 Year Sherry Oak Cask,1704,5,43.0,ex-Sherry,30,0,40,10,30,70,80,80,0,10,60,20,90,10
1082,Springbank 15 Year,544,4,46.0,100% ex sherry,40,40,50,30,40,70,60,70,50,60,50,30,70,70
1083,Jura Prophecy,336,3,46.0,,70,80,60,60,60,50,50,50,10,40,20,30,30,10
1084,Glenfiddich 21 Year Reserva Rum Cask Finish,593,5,40.0,"Ex-bourbon, Ex-Sherry, Ex-Rum",60,10,60,10,40,70,80,80,10,10,80,30,70,40
1085,Auchentoshan Three Wood,1841,3,43.0,"ex-Bourbon, ex-Oloroso Sherry, ex-Pedro Ximenez Sherry",50,10,50,20,30,60,80,90,10,30,50,40,80,30
1086,Balcones Brimstone,554,3,53.0,American Oak,100,0,80,30,70,90,100,30,0,40,20,0,50,0
1087,Aberfeldy 12 Year,2471,2,40.0,American Oak,20,10,40,10,20,60,70,70,10,10,70,40,80,30
1088,Glenfarclas 21 Year,476,4,43.0,European oak ex-oloroso sherry cask,40,20,60,40,50,70,60,70,10,20,50,40,70,20
1089,Glenlivet 18 Year,2281,3,43.0,American & European Oak,20,0,50,0,20,70,70,80,0,0,60,50,80,30
1090,Michter's US*1 American Whiskey,1774,2,41.7,bourbon-soaked American white oak,0,0,15,0,10,80,80,85,0,0,40,10,25,0
1091,Michter's 10 Year Single Barrel Bourbon,892,4,47.2,"new, charred American oak",20,0,55,30,60,40,60,70,30,10,35,30,60,55
1092,Talisker 25 Year,149,5,57.8,American and European oak refill cask,20,30,55,10,50,60,65,10,20,35,10,20,35,5
1093,Oban 18 Year,477,5,43.0,American Oak,30,30,60,40,70,80,70,70,40,40,60,40,70,40
