,name,total_rating,cost_rank,abv,cask_type,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral
1588,J.P. Wiser's Hopped Canadian Whisky,31,2,40.0,"ex-Canadian whisky, ex-bourbon, and new virgin oak",0,0,70,20,10,55,60,90,20,10,50,40,70,70
1589,Mosswood Espresso-Aged American Light Whiskey,6,2,46.0,ex-bourbon; finished in a barrel seasoned with espresso coffee,0,0,20,10,10,20,20,60,0,10,40,0,10,0
1590,Heartwood Epiphany at the Lakes Single Malt,1,5,66.7,ex-port cask and ex-bourbon cask,40,20,40,0,40,50,60,50,0,0,70,40,70,20
1591,Johnnie Walker Blue Label The Casks Edition,31,5,55.8,Oak,25,15,30,10,20,45,55,20,0,0,25,45,50,15
1592,J.J. Neukomm Missouri Malt Whiskey,26,2,45.0,Missouri oak,20,30,50,40,40,70,70,60,20,10,70,30,40,50
1593,Benromach Imperial Proof,45,3,57.0,,25,15,50,40,35,65,70,45,10,10,30,25,45,10
1594,Hillrock Estate Madeira Cask Finished Double Cask Rye,6,4,45.0,"new, charred American oak, finished in ex-Madeira casks",15,0,40,0,5,70,80,60,0,0,30,10,40,0
1595,Penderyn Peated,109,3,46.0,"ex-bourbon, ex-peated Scotch barrels",80,60,80,10,10,60,50,70,50,20,10,20,70,0
1596,Glencadam 21 Year,49,5,46.0,ex-bourbon,30,0,45,20,10,60,50,50,20,20,45,20,40,30
1597,Corbin Cash Merced Rye Whiskey,20,3,45.0,"new, charred American oak",10,0,60,15,20,40,50,35,0,0,35,10,25,10
1598,Arran 18 Year (Limited Edition),70,4,46.0,ex-sherry ,15,0,20,0,0,70,60,70,0,0,50,5,40,10
1599,Michter's US*1 Toasted Barrel Finish Bourbon (2015 Release),222,3,45.7,"new, charred American oak/new, toasted oak ",35,0,50,10,0,70,70,60,0,0,40,10,30,10
1600,Glenlivet Nàdurra First Fill Selection,244,4,63.15,First Fill American White Oak,10,0,15,0,10,50,50,65,0,0,45,0,60,10
1601,Glenfiddich Select Cask,349,2,40.0,"ex-bourbon, European oak, ex-red wine",15,10,50,20,20,45,55,77,20,15,52,20,80,25
1602,Dobson's Belle Époque Cask Strength Single Malt,2,4,60.0,,40,60,60,30,40,60,30,50,10,30,70,10,60,30
1603,Paul John Peated Select Cask Single Malt,79,3,55.5,,80,80,60,30,40,60,60,40,20,0,30,10,20,10
1604,Paul John Classic Select Cask Single Malt,51,3,55.2,,0,0,90,60,50,60,50,50,10,0,30,40,30,40
1605,Macallan Sienna 1824 Series,223,4,43.0,Ex-sherry,0,0,40,0,0,55,60,60,0,0,60,40,60,50
1606,Metze's Select Bourbon 2015 Medley,25,3,46.5,"new, charred American oak",0,0,50,10,10,50,50,60,0,0,50,10,20,20
1607,Barrell Bourbon Batch 001,31,3,60.8,"new, charred American oak",70,0,80,20,30,80,80,70,0,10,70,10,50,50
1608,Ledaig 18 Year,167,5,46.3,finished in ex-sherry,30,50,70,0,10,65,70,80,0,0,25,0,40,30
1609,Pikesville Straight Rye,1290,2,55.0,"new, charred American oak",10,0,40,0,10,60,60,75,0,0,30,10,30,0
1610,WhistlePig Old World Series Port Finish Rye 12 Year,36,4,45.0,"new, charred American oak; finished in ex-port casks",0,0,70,20,30,80,70,90,0,10,70,10,80,60
1611,Old Forester 1897 Bottled In Bond,1208,2,50.0,"new, charred American oak",15,0,40,10,10,80,80,70,0,0,40,20,30,5
1612,Buffalo Trace Experimental Collection French Oak Barrel Head Aged,12,4,45.0,"new, charred American oak staves and new French oak heads",10,0,80,50,20,60,60,70,0,30,70,60,90,70
1613,Highland Park Sigurd,35,4,43.0,high % of European oak sherry casks,30,25,60,35,20,45,65,45,15,15,15,30,45,10
1614,Compass Box Hedonism Quindecimus,37,5,46.0,"ex-bourbon some 1st fill, some rejuvenated hogsheads",20,0,0,30,20,70,70,80,0,30,70,20,80,40
1615,Writers' Tears Cask Strength (2014 Release),30,4,53.0,first-fill bourbon,20,0,60,40,30,65,65,65,0,0,40,50,60,10
1616,Westland Peated American Single Malt,234,3,46.0,"new, charred American oak; ex-bourbon, ex-sherry",45,45,60,30,20,60,60,70,20,20,40,40,60,20
1617,William Heavenhill Bourbon (3rd Edition),20,4,50.0,"new, charred American oak",20,0,60,30,40,80,80,80,0,10,70,30,60,30
1618,Glenfiddich Vintage Cask,92,4,40.0,ex-European sherry butts and ex-bourbon,35,35,60,20,20,50,50,60,0,0,40,20,60,20
1619,Smooth Ambler Contradiction,592,3,50.0,new charred oak,5,0,40,0,10,70,70,80,0,0,30,5,25,0
1620,Strathisla 42 Year (Duncan Taylor Lonach),2,5,41.1,,15,0,50,30,40,70,70,80,30,30,70,0,50,80
1621,Pike Creek Canadian Whisky Finished in Port Wine Barrels,152,2,40.0,"ex-bourbon, ex-port",50,0,60,30,20,80,80,50,0,0,30,30,60,20
1622,Corsair Buck Yeah,11,3,46.0,"new, charred American oak",0,0,35,10,10,70,75,80,0,0,60,15,40,25
1623,Glen Garioch 1991,9,4,54.7,American Oak,40,20,60,20,50,90,90,50,0,0,30,20,70,0
1624,Kavalan Solist Ex-Bourbon Single Cask Strength,184,4,57.1,ex-Bourbon,10,0,70,40,60,70,80,80,0,30,90,60,80,30
1625,Hancock's President's Reserve Single Barrel Bourbon,487,3,44.45,"new, charred American oak",10,0,60,20,0,80,70,80,0,10,90,0,80,70
1626,Kavalan Solist Vinho Barrique Single Cask Strength,318,4,59.2,ex-wine,0,0,30,0,10,70,70,85,0,0,30,10,65,0
1627,Gibson's Finest 12 Year,144,2,40.0,,10,0,70,50,20,70,80,80,0,10,80,20,80,80
1628,Balcones FR. OAK Texas Single Malt,55,4,60.0,american oak/french oak,15,0,25,0,10,70,70,75,0,0,30,5,20,0
1629,Hazelburn 8 Year,18,4,46.0,"ex-bourbon, ex-sherry",10,0,25,25,30,50,50,85,10,40,40,35,75,45
1630,Compass Box Great King St Glasgow Blend,252,2,43.0,"1st fill sherry, 1st & refill bourbon, new French Oak",45,50,45,40,40,40,40,40,15,20,30,35,50,5
1631,Kilchoman Coull Point,24,3,46.0,ex-bourbon and ex-sherry,20,50,20,0,10,60,40,50,0,10,60,0,60,0
1632,Macallan 10 Year Sherry Oak,263,2,40.0,ex-sherry,10,0,60,30,10,60,70,80,0,10,30,10,70,20
1633,Longrow 14 Year Burgundy Finish,14,4,56.0,ex-bourbon and ex-Burgundy casks,75,73,77,76,74,83,83,81,65,63,76,45,83,60
1634,Craigellachie 13 Year,818,3,46.0,,15,5,65,50,15,45,45,65,5,15,35,25,60,20
1635,Old Pulteney Navigator,131,2,46.0,ex-bourbon/ex-sherry,10,0,10,0,10,70,70,80,5,0,20,0,25,5
1636,Jura 21 Year,87,4,43.0,,20,0,60,10,30,50,60,70,50,80,20,30,70,10
1637,Town Branch Rye,100,2,50.0,"new, charred American oak",0,0,40,0,0,70,70,80,0,0,10,0,35,0
1638,Mortlach 21 Year Distillery Labels (Gordon & MacPhail),24,4,43.0,First Fill & Refill Sherry Casks,20,0,40,5,25,50,40,10,0,0,25,30,25,30
1639,Charbay R5 Whiskey,18,3,49.5,french oak,0,0,10,0,0,65,65,80,0,0,20,0,30,15
1640,Glengoyne 12 Year,524,2,43.0,,0,0,10,0,10,80,80,80,0,5,20,0,15,10
1641,Old Forester 100 Proof Bourbon,1387,1,50.0,"new, charred American oak",20,0,80,25,50,70,80,70,0,0,65,5,75,55
1642,Balblair 2002 1st Release,35,3,46.0,ex-bourbon,10,0,50,20,20,70,70,60,0,30,50,40,80,40
1643,Dad's Hat Pennsylvania Rye Whiskey,228,2,45.0,"new, charred American oak quarter-casks",40,0,80,70,30,60,60,50,0,0,50,50,70,10
1644,Larceny Small Batch Kentucky Straight Bourbon,4872,1,46.0,"new, charred American oak",0,0,15,0,0,65,65,80,0,0,20,0,10,0
1645,Corsair Ryemageddon,146,3,46.0,,5,0,20,0,0,75,75,80,0,0,10,0,5,0
1646,Tullibardine Aged Oak Edition,14,3,46.0,1st fill ex-bourbon,10,0,30,60,30,50,50,70,10,10,30,50,50,20
1647,Talisker 57º North,295,4,57.0,refill bourbon barrels,60,60,40,40,40,50,50,50,30,40,40,50,70,20
1648,Girvan No. 4 Apps Single Grain,27,2,42.0,first fill American oak,0,0,50,40,30,30,30,70,0,0,40,40,60,20
1649,Balblair 1997 1st Release,28,3,43.0,1st fill ex-bourbon,0,0,40,20,20,60,60,80,0,0,60,30,60,20
1650,Sonoma County Distilling Co. Sonoma Rye,63,3,48.0,"new, charred American oak & finished in used oak",0,0,15,15,0,40,40,50,0,0,10,25,25,20
1651,Kilkerran Work In Progress #4,16,3,46.0,oak,38,37,79,73,70,78,72,81,70,73,76,62,75,82
1652,Crown Royal Cask No. 16,81,4,40.0,,0,0,10,0,0,85,85,90,0,0,15,5,35,0
1653,Amrut Peated Indian Single Malt Cask Strength,141,3,62.78,,40,40,70,40,20,50,50,70,0,0,50,20,80,20
1654,Masterson's Straight Rye Whiskey 10 Year,301,3,45.0,white oak,30,0,70,30,20,50,50,40,0,0,60,30,60,10
1655,Talisker Storm,2072,3,45.8,,80,70,60,60,50,70,70,40,50,50,30,30,30,10
1656,Tomatin 18 Year Oloroso Sherry Casks,313,3,46.0,"refill American oak, ex-oloroso sherry butts",50,20,60,60,20,50,50,60,0,20,30,30,60,60
1657,GlenDronach Revival 15 Year,663,4,46.0,ex-oloroso Sherry,30,0,60,40,50,60,70,70,0,20,50,40,50,20
1658,"Colonel E.H. Taylor, Jr. Straight Rye Bottled in Bond",1010,3,50.0,"new, charred American oak",40,0,70,30,40,60,60,30,10,10,40,50,40,20
1659,Greenore Single Grain 8 Year,115,2,40.0,ex-Bourbon,20,0,40,40,50,60,60,80,0,0,70,60,70,30
1660,Auchentoshan Valinch 2012,69,3,57.2,ex-bourbon,40,0,80,40,30,60,60,60,0,0,70,40,60,30
1661,Old Rip Van Winkle 10 Year Bourbon (107 Proof),1608,4,53.5,"new, charred American oak   ",30,0,40,40,40,50,30,50,0,0,50,20,60,30
1662,Port Charlotte 10 Year First Edition,228,3,46.0,ex-bourbon & ex-sherry,80,80,50,40,40,60,60,50,50,50,60,20,50,20
1663,Aberlour A'bunadh,2574,3,60.2,ex-oloroso sherry butts,30,0,80,10,40,70,80,70,10,10,70,20,80,30
1664,Nikka Taketsuru 12 Year Pure Malt,358,3,40.0,,30,30,60,20,30,60,60,60,10,10,50,40,70,30
1665,Macallan Cask Strength,186,4,58.6,ex-sherry,30,0,40,20,40,70,60,70,10,10,40,30,70,10
1666,Dalmore King Alexander III,441,5,40.0,"ex-bourbon, ex-sherry, ex-Madeira, ex-Marsala, ex-Port, ex-Cabernet Sauvignon",20,10,70,10,20,70,80,80,10,10,60,20,90,60
1667,BenRiach 12 Year,110,3,46.0,ex-Bourbon,30,10,50,10,30,60,60,70,10,20,60,50,60,10
1668,Stranahan's Colorado Whiskey (Discontinued),1212,3,47.0,new American oak,30,0,50,0,50,40,40,30,10,10,30,40,30,20
1669,Willett Pot Still Reserve Bourbon,3731,2,47.0,"new, charred American oak",40,0,50,40,30,50,40,40,10,0,30,10,40,60
1670,Glenglassaugh Revival,190,3,46.0,ex-bourbon / ex-red wine / ex-sherry,10,0,8,0,0,60,60,80,0,0,10,10,50,5
1671,Auchroisk 10 Year Flora & Fauna,41,3,43.0,ex-bourbon,35,0,70,60,55,65,70,80,45,65,70,0,80,50
1672,Glenmorangie Nectar D'or 12 Year,2030,3,46.0,ex-bourbon / ex-Sauternes,10,0,60,40,30,70,80,100,0,10,80,50,90,60
1673,Sullivans Cove Double Cask,112,4,40.0,ex-bourbon & French ex-Port,60,0,70,73,53,70,83,80,68,57,81,57,73,79
1674,Dalmore 12 Year,2716,3,40.0,ex-bourbon & ex-sherry butts,40,10,50,20,40,60,60,80,10,10,60,30,70,30
1675,Clynelish Distillers Edition,50,3,46.0,Finished in Oloroso sherry casks,40,30,50,30,30,70,70,60,30,50,60,30,70,40
1676,Balvenie DoubleWood 17 Year,969,4,43.0,ex-bourbon / ex-sherry,20,0,50,10,20,80,80,70,0,0,70,40,70,30
1677,Sazerac Rye 18 Year (Fall 2013),72,5,45.0,charred american,40,0,50,40,80,60,60,30,20,20,30,50,40,40
1678,Laphroaig Triple Wood,997,3,48.0,"ex-bourbon, quarter casks & European sherry oak butts ",40,60,40,20,60,60,50,60,10,30,30,30,50,20
1679,Redbreast 15 Year,825,4,46.0,Oloroso Sherry & Bourbon barrels,30,10,70,20,30,50,50,70,10,10,60,50,70,30
1680,Booker's Bourbon,2224,2,62.0,"new, charred American oak",60,0,80,30,60,90,60,40,0,0,30,50,50,30
1681,Old Fitzgerald 12 Year,48,2,45.0,"new, charred American oak",20,0,76,70,81,83,84,82,0,0,84,64,71,68
1682,High West Son of Bourye,225,2,46.0,"new, charred American oak",20,0,70,80,50,60,50,40,20,20,30,40,50,60
1683,Powers Irish Rye,2,2,43.2,"virgin, first-fill and refill casks",0,0,20,25,2,60,40,60,0,0,15,10,25,30
1684,Old Ezra 7 Year Full Proof Straight Rye,11,3,57.0,"new, charred American oak",35,0,65,45,10,45,45,45,0,0,35,35,35,0
1685,Redwood Empire Cask Strength Pipe Dream,7,3,58.4,"new, charred American oak (char #3)",20,0,60,65,15,55,55,30,0,0,20,35,15,0
1686,WhistlePig The Boss Hog IX: Siren's Song,11,5,,American oak; finished in Greek fig nectar and scratch tentura barrels ,40,0,85,25,20,65,65,45,0,0,20,25,55,25
1687,Daviess County Kentucky Straight Bourbon Finished in Lightly Toasted American Oak Barrels,5,2,48.0,"new, charred American oak; finished in lightly toasted American oak",10,0,30,0,15,50,50,55,0,0,15,25,30,0
1688,Hardin's Creek Jacob's Well,14,4,54.0,"new, charred American oak",5,0,35,5,10,70,60,40,0,0,20,25,20,0
1689,American Highway Reserve Bourbon (Route 2),8,4,49.0,"new, charred American oak",35,0,55,10,20,45,45,70,0,0,50,30,45,0
1690,Chicken Cock Island Rooster Rum Barrel Rye,2,5,47.5,"new, charred American oak; finished in Caribbean rum casks",0,0,50,70,50,70,80,60,0,0,40,20,80,40
1691,Thomas S. Moore Cognac Cask Finished Bourbon,10,3,46.7,"new, charred American oak; finished in cognac casks",15,0,55,35,35,55,55,60,0,0,10,40,65,15
1692,Fable & Folly 14 Year Whiskey,47,5,45.0,,35,0,65,20,15,50,50,45,0,0,40,40,40,0
1693,Green River Bourbon,44,2,45.0,"new, charred American oak",35,0,40,20,25,45,45,50,0,0,35,45,50,0
1694,Broken Barrel California Oak,7,2,44.0,"new, charred American oak; finished with California cabernet sauvignon & new French oak staves",20,0,60,50,40,60,70,40,0,0,70,60,80,20
1695,Muckety-Muck Single Grain 25 Year,15,5,45.5,,10,0,65,0,35,55,55,65,0,0,45,40,20,0
1696,Bladnoch 11 Year (2021 Release),17,3,46.7,ex-bourbon,10,0,50,35,15,35,35,50,0,0,20,5,30,5
1697,WhistlePig The Boss Hog VIII: LapuLapu's Pacific,38,5,52.4,"new, charred American oak, ex-rum ",20,0,50,70,60,80,80,40,0,0,30,60,60,10
1698,Middle West Spirits Sherry Cask Finished Bourbon,7,4,48.6,"new charred oak, finished in sherry casks",5,0,60,0,3,55,55,60,0,5,20,15,60,10
1699,Castle & Key Restoration Rye 2021 (Batch #2),18,2,52.0,"new, charred American oak ",10,0,80,50,10,70,40,40,0,0,70,40,70,60
1700,Octomore 12.1,29,5,59.9,ex-bourbon ,90,80,50,20,30,70,40,20,50,60,70,20,60,10
1701,Benriach Smoke Season,13,3,52.8,"first fill ex-bourbon, charred and toasted new American oak ",40,10,70,10,10,65,65,40,10,3,20,5,30,3
1702,Compass Box Orchard House,74,2,46.0,"ex-bourbon, ex-oloroso sherry, and French oak custom barrels",5,5,40,35,55,55,60,65,15,5,45,30,55,30
1703,Sazerac Rye 18 Year (Fall 2021),18,4,45.0,"new, charred American oak",5,0,30,40,5,55,50,50,0,0,10,8,10,15
1704,Great Jones Four Grain Straight Bourbon,14,2,45.0,"new, charred American oak ",5,0,35,10,10,50,50,60,0,0,20,15,40,0
1705,M&H APEX Fortified Red Wine Cask,5,4,60.4,fortified red wine casks,0,0,30,40,20,70,70,50,0,0,70,80,80,20
1706,Wonderland Blend of Straight Whiskeys Cask Strength,1,3,59.925,,30,0,70,50,40,90,60,50,0,0,80,30,40,0
1707,Manatawny Still Works Bottled in Bond Four Grain American Whiskey,4,3,50.0,,30,0,70,30,0,70,80,40,0,20,80,80,50,0
1708,Stauning KAOS,22,4,46.0,,40,25,30,10,10,80,75,30,0,0,15,10,30,10
1709,Morris Signature,11,3,44.0,American and French oak ex-wine barrels,3,0,20,50,10,45,45,60,0,0,25,10,40,5
1710,Watershed Bourbon,26,2,45.0,"new, charred American oak, apple brandy barrels ",5,0,10,18,5,50,55,60,0,0,20,15,60,0
1711,Manatawny Still Works 7th Anniversary Single Malt Peated (Batch 21B),0,4,47.0,"new, charred American oak; 2nd use French oak white wine barrel",70,50,70,50,20,70,30,20,0,0,60,70,40,20
1712,James Ownby Reserve Tennessee Straight Bourbon,38,2,47.0,"new, charred American oak",5,0,40,30,50,60,60,65,10,5,70,20,35,25
1713,Copper Tongue 16 Year Bourbon,59,4,44.9,"new, charred American oak ",15,0,65,5,20,50,50,50,0,0,20,40,65,0
1714,Still Austin The Musician Cask Strength,63,2,59.0,Oak,10,0,50,30,10,80,50,60,0,20,80,40,50,40
1715,The Gospel Straight Rye Whiskey,18,2,45.0,"new, charred American oak (heavily toasted, varying char levels)",25,0,70,60,5,35,35,45,0,0,15,45,55,0
1716,Stellum Bourbon,219,3,57.49,"new, charred American oak",10,0,40,40,30,80,70,50,0,0,80,20,40,10
1717,Old Elk Straight Wheat Whiskey,36,3,50.0,"new, charred American oak",5,0,60,5,0,70,55,40,0,0,30,0,20,5
1718,Waterford Dunbell Edition 1.1,2,4,50.0,"ex-bourbon, French oak, new American oak, and ex-VDN, ",0,0,30,60,30,70,50,50,0,0,90,50,60,50
1719,Coalition Rye Sauternes Barriques Finish,3,4,47.1,finished in Sauternes barriques,25,0,80,45,15,55,55,25,0,0,45,50,45,0
1720,Bardstown Bourbon Co. Phifer Pavitt Reserve Finish #2,18,4,50.0,finished in cabernet sauvignon barrels,20,0,25,15,15,80,80,70,0,0,30,15,70,0
1721,Thomas S. Moore Cabernet Sauvignon Cask Finished Bourbon,74,3,47.65,"new, charred American oak; finished in cabernet sauvignon wine casks",0,0,20,30,5,85,80,65,0,0,20,20,70,0
1722,PUNI Sole,9,4,46.0,"ex-bourbon, PX sherry ",0,0,25,5,15,70,70,65,0,0,30,25,70,15
1723,Compass Box Magic Cask,9,5,46.0,"first-fill bourbon, first-fill oloroso seasoned butt",10,0,15,5,10,60,60,70,0,15,30,20,50,5
1724,Shibui Single Grain 30 Year,2,5,43.0,"ex-bourbon, ex-sherry, and European virgin white oak",20,0,45,35,55,60,65,60,15,10,65,35,25,20
1725,Whisky Works Quartermaster 11 Year,9,3,46.4,"Rum, sherry & American white oak",0,0,15,30,25,30,35,25,0,0,35,20,25,10
1726,Dalmore 12 Year Sherry Cask Select,83,4,43.0,ex-oloroso and ex-Pedro Ximénez sherry casks,0,0,25,10,10,30,45,25,0,0,25,20,40,10
1727,The Busker Single Pot Still,31,2,44.3,ex-bourbon and ex-sherry,10,0,45,20,55,60,65,65,5,5,60,25,40,25
1728,The Busker Single Malt,28,2,44.3,"ex-bourbon, ex-sherry",10,0,40,30,55,60,60,55,15,5,55,15,30,25
1729,Octomore 11.1,52,5,59.4,first-fill American oak whiskey casks,70,80,85,60,20,45,45,45,30,20,25,55,25,0
1730,Benriach The Smoky Twelve,112,3,46.0,"ex-bourbon, ex-sherry, ex-Marsala wine",40,35,60,20,65,60,70,50,15,10,60,10,20,10
1731,Benriach The Original Ten,101,3,43.0,"ex-bourbon, ex-sherry, and virgin oak",10,0,50,30,60,60,65,40,20,15,45,30,35,30
1732,Westland Garryana 2020 Edition 5,15,4,50.0,virgin Garryana oak and 1st fill American oak ex-bourbon,20,0,40,15,0,85,80,70,0,8,20,5,30,10
1733,Fugitives Tennessee Waltz Straight Bourbon,5,3,47.0,,30,0,60,30,20,70,80,60,0,10,80,20,60,10
1734,Blood Oath Bourbon Pact No. 7,118,4,49.3,"new, charred American oak; finished in ex-Sauternes wine casks",35,0,60,30,30,55,55,65,0,0,45,45,60,0
1735,Remus Repeal Reserve Series IV (2020 Medley),105,4,50.0,"new, charred American oak",10,0,40,25,55,60,65,60,10,5,60,25,15,15
1736,WhistlePig Homestock Whiskey,45,3,43.0,,5,0,40,35,50,60,55,70,10,5,60,25,35,40
1737,Hirsch The Horizon Straight Bourbon (Batch AAH0320),129,2,46.0,"new, charred American oak",5,0,40,30,50,60,60,70,5,10,65,30,35,30
1738,GlenAllachie 9 Year Rye Wood Finish,5,3,48.0,"American oak, finished in Kentucky rye casks",0,0,55,20,20,40,35,10,0,0,25,10,20,10
1739,Ezra Brooks Kentucky Straight Bourbon 99 Proof,189,1,49.5,"new, charred American oak",30,0,55,30,20,50,50,60,0,0,40,35,30,0
1740,Glenmorangie A Tale of Cake,133,4,46.0,"ex-bourbon, Tokaji dessert wine cask finish",15,0,55,15,25,60,60,75,0,0,35,60,70,15
1741,Evan Williams Single Barrel Vintage 2012,169,2,43.3,"new, charred American oak",10,0,40,30,40,55,55,60,15,5,55,25,20,25
1742,The Whistler Irish Honey,17,2,33.0,ex-bourbon,5,0,20,20,40,65,75,70,10,5,60,15,15,30
1743,Grace O'Malley Blended Irish Whiskey,20,2,40.0,"ex-bourbon, ex-rum, and French oak",10,0,50,35,50,55,60,60,15,5,55,25,30,20
1744,Westland Coldfoot Edition 1,6,4,50.0,,40,0,85,70,65,85,75,20,35,10,10,0,50,20
1745,Pinhook Rye'd On,51,2,48.5,"new, charred American oak",5,0,65,25,50,60,60,65,10,5,55,20,25,25
1746,Clonakilty Single Batch Double Oak Finish,30,2,43.6,ex-bourbon; finished in virgin American oak and ex-red wine casks,5,0,40,25,45,55,55,65,15,5,55,20,40,30
1747,Aerolite Lyndsay 10 Year,93,3,46.0,bourbon barrels & Spanish oak sherry quarter casks,20,35,20,40,35,40,35,20,35,25,20,10,20,10
1748,"Booker's Bourbon Batch 2019-04 ""Beaten Biscuits""",204,3,63.05,"new, charred American oak",80,0,95,30,80,70,80,70,0,30,85,0,30,20
1749,Glendalough Pot Still,51,3,43.0,"ex-bourbon, Irish oak",5,0,45,15,3,45,45,60,0,0,15,30,75,10
1750,J.P. Wiser's Wheatfield Gold,4,3,46.1,,25,0,35,10,15,35,40,55,0,0,50,20,30,10
1751,Wanderback American Single Malt Batch No. 3,5,3,45.0,"high toast, low char new American oak and ex-bourbon, finished in French oak ex-port barrels",10,0,40,20,50,55,60,60,5,5,55,15,20,25
1752,Elijah Craig Kentucky Straight Rye,354,2,47.0,"new, charred American oak",5,0,50,25,40,55,55,60,10,5,60,15,20,15
1753,Craigellachie Exceptional Cask Series 23 Year Single Cask,5,5,57.5,first-fill oloroso Sherry,20,5,40,35,70,65,70,55,15,10,55,10,15,10
1754,Penelope Barrel Strength Bourbon (Batch #2),36,3,58.3,"new, charred American oak",15,0,60,10,45,50,60,55,10,5,55,25,20,15
1755,Laphroaig 16 Year,68,4,48.0,ex-bourbon,80,60,50,40,60,70,60,40,80,60,40,20,30,20
1756,Pinhook 4 Year Bourbon War Vertical Series,62,3,49.0,"new, charred American oak",10,0,55,20,60,65,65,60,10,5,60,10,25,15
1757,anCnoc Vintage 2002,9,3,46.0,Spanish and American oak,0,0,5,0,0,5,10,20,0,0,20,0,40,0
1758,Scallywag 12 Year Cask Strength,4,3,53.6,oloroso and Pedro Ximénez sherry casks,0,0,40,25,40,35,40,35,0,0,35,10,30,20
1759,Redwood Empire Pipe Dream Bourbon,337,2,45.0,,5,0,60,10,0,55,50,60,0,0,20,10,30,0
1760,Heaven Hill Bottled In Bond 7 Year,676,2,50.0,"new, charred American oak",10,0,60,25,40,60,55,55,5,5,60,20,20,15
1761,J.P. Wiser's Alumni Whisky Series Paul Coffey,4,2,48.0,"Virgin Oak, ex-Speyside Malt, ex-Bourbon, ex-Canadian Rye",40,0,45,20,15,35,35,40,0,0,40,30,40,25
1762,Johnnie Walker A Song of Fire,158,2,40.8,,80,75,85,20,75,75,80,60,50,40,55,40,70,30
1763,Balvenie The Sweet Toast of American Oak 12 Year,244,3,43.0,"ex-bourbon, finished in virgin American oak ",10,0,40,30,45,55,55,60,15,5,55,30,25,20
1764,Bardstown Bourbon Co. Fusion Series #1,194,3,49.45,"new, charred American oak",5,0,45,25,50,55,55,50,15,5,55,30,20,25
1765,Bruichladdich Islay Barley 2011,150,3,50.0,ex-bourbon & ex-sweet white wine barrels,10,0,50,30,40,70,80,80,10,20,90,20,70,40
1766,Son of a Peat Batch 02,1,3,47.2,"hogsheads, sherry butts, ex-bourbon",65,60,40,40,45,50,55,20,35,25,25,30,20,20
1767,Ardbeg Drum (2019 Committee Release),48,4,52.0,"ex-bourbon, finished in ex-rum casks",70,50,50,20,50,70,60,50,70,60,60,20,40,10
1768,Eight & Sand Blended Bourbon,96,2,44.0,,15,0,35,20,40,45,55,70,5,5,60,15,20,15
1769,Suntory AO World Whisky,63,2,43.0,,20,10,55,15,25,54,54,65,5,5,15,35,45,0
1770,Mackmyra Vinterglöd,25,5,46.0,"Pedro Ximenez sherry, American virgin oak and first-fill casks & mulled wine casks",0,0,35,20,25,40,45,35,0,5,20,35,30,15
1771,Sam Houston 12 Year Kentucky Straight Bourbon (Release No.1 2018),18,4,49.0,"new, charred American oak",10,0,55,25,45,60,65,60,15,5,60,30,25,20
1772,New Riff Kentucky Straight Rye Bottled In Bond,263,2,50.0,"new, toasted and charred American oak",10,0,60,30,45,55,55,50,15,10,55,25,20,20
1773,Deanston 2008 9 Year Brandy Cask Finish,4,3,56.4,"traditional oak, finished in French brandy butts",10,0,70,60,10,60,60,70,10,0,50,30,70,40
1774,J.P. Wiser's Alumni Whisky Series Lanny McDonald,8,2,40.0,ex-bourbon and virgin oak,40,0,50,15,10,45,50,50,0,20,40,20,45,30
1775,Heaven's Door 10 Year Tennessee Straight Bourbon,178,4,50.0,American oak barrels,20,0,35,0,30,50,40,20,0,5,25,0,10,0
1776,New Riff Single Barrel Barrel Proof Bourbon,1283,2,55.0,"new, charred American oak",10,0,65,25,40,50,55,45,10,5,60,40,20,20
1777,Benromach Château Cissac Bordeaux Wood Finish 2010,10,3,45.0,"first fill bourbon, ex-Bordeaux wine casks",30,20,25,5,40,55,40,25,0,0,20,25,30,10
1778,Starward Nova Single Malt,226,3,41.0,Australian red wine casks (uncharred),5,0,45,30,45,55,55,50,15,5,55,20,35,20
1779,Remarkable Regional Malts With A Twist,1,3,48.0,,20,20,40,15,30,40,50,20,15,10,20,25,30,10
1780,Woodford Reserve Master's Collection Oat Grain Kentucky Bourbon,106,4,45.2,"new, charred American oak",15,0,35,20,40,50,55,70,10,5,50,25,30,20
1781,Old Ezra 7 Year Barrel Strength Bourbon,1085,2,58.5,"new, charred American oak",15,0,60,20,65,65,60,55,10,5,65,10,25,10
1782,Breaking & Entering American Whiskey,59,2,43.0,,20,0,50,30,40,70,80,60,0,10,80,20,60,0
1783,Widow Jane 10 Year Straight Bourbon,916,3,45.5,,20,0,65,0,65,90,75,85,0,0,75,45,20,45
1784,Compass Box The Story of the Spaniard,260,3,43.0,"American, European, and French oak cask types, some of which previously held sherry or Spanish red wine",0,0,40,20,60,70,90,70,0,0,50,20,80,30
1785,Westland Garryana 2018 Edition 31,19,4,55.0,"Garry oak, new American oak, 1st fill ex-bourbon, 1st fill ex-port and refill ex-Westland casks",20,0,70,25,30,45,45,30,0,0,20,30,30,0
