,name,total_rating,cost_rank,abv,cask_type,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral
2298,Bardstown Bourbon Co. The Prisoner Wine Co. Finish,121,4,50.0,finished in French oak red wine barrels,20,0,70,60,20,60,60,50,0,0,80,50,60,10
2299,Larceny Barrel Proof Bourbon Batch A120,299,2,64.0,"new, charred American oak",40,0,80,40,20,45,40,55,0,0,60,50,55,30
2300,Rock Island Blended Malt,38,2,46.8,,25,20,30,20,25,35,35,25,15,20,15,5,25,5
2301,Blaum Bros. Straight Rye Whiskey,23,2,50.0,"new, charred American oak",50,0,70,50,20,70,30,30,0,20,60,50,30,0
2302,Tamnavulin Sherry Cask Edition,115,2,40.0,American oak and 3 different sherry cask finish,0,0,20,15,30,35,35,25,10,0,25,20,35,10
2303,Westland Barley Series Pilsen Single Cask No. 2508,2,4,59.8,ex-bourbon,0,0,70,50,40,60,40,40,0,10,60,10,40,30
2304,Glenlivet 14 Year Cognac Cask Selection,510,3,40.0,ex-bourbon and ex-sherry; finished in ex-cognac casks,15,0,30,0,30,55,55,60,0,0,35,40,65,30
2305,The Gauldrons Blended Malt (Batch 4),3,3,46.2,,25,15,25,25,35,30,25,35,30,10,30,20,10,0
2306,Redwood Empire Emerald Giant Rye,174,2,45.0,"new, charred American oak",0,0,70,70,0,60,60,70,0,0,20,5,20,10
2307,The Clover 4 Year Single Barrel Straight Bourbon,28,2,46.0,"new, charred American oak",10,0,70,30,50,60,60,50,0,0,70,20,20,0
2308,Lord Elcho 15 Year Blended Whisky,2,3,40.0,,0,0,20,15,35,30,30,35,0,0,25,10,25,10
2309,Tenjaku Japanese Whisky,199,2,40.0,ex-bourbon,5,0,30,35,50,60,55,50,10,5,45,25,30,35
2310,Coopers' Craft Barrel Reserve 100 Proof Kentucky Straight Bourbon,379,2,50.0,chiseled & charred American white oak barrels,40,0,50,20,0,60,80,50,0,0,80,60,20,0
2311,Old Forester Rye,835,1,50.0,"new, charred American oak",15,0,65,25,60,55,60,65,10,5,50,15,20,10
2312,Jameson Caskmates Beau's Edition,10,2,40.0,Beau's Irish Red Ale Barrels,30,0,40,45,25,50,55,60,0,0,40,35,35,30
2313,Daftmill 2006 Summer Batch Release (UK),4,5,46.0,first-fill bourbon ,0,0,35,15,20,30,30,25,0,0,35,20,30,40
2314,Warbringer Mesquite Smoked Southwest Bourbon,19,3,49.0,finished in sherry casks,80,15,70,40,50,50,65,50,25,20,55,20,20,0
2315,Tormore 13 Year Discovery (Gordon & Macphail),4,3,43.0,ex-bourbon,0,0,30,20,10,50,40,70,0,0,80,80,80,60
2316,J.P. Wiser's Alumni Whisky Series Guy Lafleur,5,2,40.0,"ex-Speyside, bourbon, and rum barrels",25,0,35,15,10,30,40,55,0,0,45,25,30,20
2317,Fukano 6000,5,4,40.4,,10,0,25,20,40,45,50,55,10,5,35,40,20,15
2318,Aerstone Sea Cask 10 Year,152,2,40.0,,30,10,60,70,40,50,60,70,80,60,70,20,30,10
2319,The Glenrothes 12 Year,323,3,40.0,sherry seasoned oak,0,0,50,40,25,40,45,75,20,10,70,40,65,50
2320,Old Pulteney 2006,14,3,46.0,First-fill ex-bourbon barrels,0,0,40,10,25,45,30,45,10,25,40,5,35,30
2321,Virginia Distillery Co. Chardonnay Cask Finished Virginia-Highland Whisky,15,3,46.0,finished in ex-chardonnay wine barrels,0,0,15,15,25,20,25,60,0,0,50,15,75,65
2322,Basil Hayden's Two By Two Rye (Discontinued),162,2,40.0,"new, charred American oak",20,0,35,25,30,50,55,70,10,5,60,10,20,10
2323,Glen Spey 1995 Connoisseurs Choice (Gordon & MacPhail),3,4,46.0,Refill American oak hogsheads,0,0,45,30,20,45,35,35,0,0,25,20,40,10
2324,Kurayoshi 8 Year Pure Malt,91,3,46.0,ex-bourbon,15,5,20,40,25,25,30,45,20,15,20,20,15,35
2325,Big Peat Fèis Ìle 2018,2,3,48.0,,45,55,15,10,30,60,30,10,25,20,20,20,10,0
2326,Scallywag 10 Year,17,3,46.0,ex-sherry (oloroso & Pedro Ximenez),0,0,40,20,35,45,45,55,0,0,35,25,40,5
2327,Knob Creek Cask Strength Straight Rye (2018 Release),339,3,59.8,"new, charred American oak",10,0,55,0,25,50,85,20,0,0,30,10,10,0
2328,Minor Case Straight Rye Sherry Cask Finished,269,2,45.0,new charred oak & ex-sherry,0,0,20,0,40,40,50,50,0,0,20,0,60,0
2329,The Epicurean Cask Strength Glasgow Edition,7,3,58.6,,0,0,20,25,35,55,35,30,0,0,50,45,45,20
2330,"Lost Spirits Abomination ""Crying of the Puma""",19,3,54.0,"Toasted Oak, Late Harvest Riesling seasoned",50,60,20,35,30,40,35,45,40,15,10,5,10,0
2331,Jura The Road,49,4,43.6,finished in ex-Pedro Ximenez sherry,10,5,35,30,25,40,30,30,10,5,20,30,20,5
2332,Balcones Texas Rye 100 Proof,360,4,50.0,"new, charred American oak",20,0,70,40,40,60,70,50,0,0,60,20,50,0
2333,The Sexton Single Malt,870,2,40.0,ex-oloroso sherry butts,20,0,25,15,20,45,45,75,0,0,20,25,90,0
2334,Big Peat Christmas (2017 Release),26,3,54.1,,60,65,25,10,25,55,30,20,15,10,30,0,25,0
2335,Redemption Barrel Proof 10 Year High-Rye Bourbon (2017 Edition),41,4,57.4,"new, charred American oak   ",30,0,75,45,10,65,50,55,0,0,40,10,35,10
2336,Teeling Brabazon Single Malt Series 2,43,4,49.5,various port casks,0,0,75,30,30,40,45,75,10,20,70,65,80,20
2337,Lohin McKinnon Single Malt,43,3,43.0,ex-bourbon,35,0,40,10,10,35,35,45,10,0,35,30,50,25
2338,High River Canadian Whisky,27,2,40.0,,35,0,50,20,10,40,45,60,0,0,35,20,45,20
2339,Roe & Co Blended Irish Whiskey,302,2,45.0,ex-bourbon,0,0,50,10,50,50,60,70,0,0,80,75,65,50
2340,Tipperary Knockmealdowns 10 Year,10,3,47.0,ex-bourbon,40,0,70,20,10,60,60,40,0,0,40,20,45,0
2341,Rhetoric 23 Year Bourbon,153,4,45.3,"new, charred American oak",20,0,50,40,40,50,60,50,0,10,60,50,20,0
2342,Crown Royal Noble Collection Wine Barrel Finish,26,3,40.5,finished in former cabernet sauvignon barrels,0,0,50,20,30,50,60,60,0,0,70,40,70,10
2343,Bond & Lillard Kentucky Straight Bourbon (Batch #1),78,4,50.0,"new, charred American oak",35,0,40,10,20,50,50,55,0,0,40,20,60,0
2344,Woodford Reserve Kentucky Derby 143,15,2,45.2,"new, charred american oak",60,0,70,0,60,80,70,40,0,0,30,40,20,0
2345,Tom's Town Pendergast's Royal Gold Bourbon,69,3,45.0,finished in port casks,10,0,50,30,25,25,30,35,10,0,35,25,35,25
2346,St. Augustine Port Finished Bourbon,70,2,51.0,"new, charred american oak and ex-port wine",10,0,70,60,30,60,70,50,0,0,40,50,70,20
2347,Bushmills Red Bush,257,2,40.0,first-fill bourbon,30,0,55,40,30,45,45,75,0,0,50,30,50,0
2348,Headframe Spirits Destroying Angel,0,2,40.0,,0,0,50,40,20,30,20,40,0,0,5,0,20,40
2349,Glen Grant 18 Year,108,4,43.0,oak barrels,20,0,40,50,40,40,50,40,0,0,20,20,70,60
2350,Old Forester 1920 Prohibition Style,3692,3,57.5,"new, charred American oak",65,0,65,15,0,55,60,60,0,0,60,15,15,20
2351,Whoop & Holler American Whisky 28 Year,39,5,42.0,,30,0,60,10,30,50,50,40,0,0,60,10,20,10
2352,Spirit of Texas Pfluger Single Malt Whiskey,11,2,46.0,,5,0,30,15,5,15,20,15,0,0,30,5,10,15
2353,1792 High Rye Bourbon,106,2,47.15,"new, charred American oak",0,0,75,35,70,65,85,90,0,0,60,0,90,40
2354,Glenfiddich IPA Experiment,788,3,43.0,finished in former India Pale Ale casks,10,0,60,70,40,40,60,50,0,0,40,40,50,70
2355,Gibson's Finest 100th Grey Cup Limited Edition,1,2,40.0,,40,0,40,30,10,45,55,60,10,0,45,0,40,40
2356,Loch Lomond 18 Year,108,4,46.0,,40,15,10,0,10,70,70,65,5,0,30,10,40,0
2357,Sonoma County Distilling Co. Cherrywood Rye Whiskey (Batch #2),4,3,47.8,"new, charred American oak",60,0,30,25,40,35,40,35,10,0,30,10,30,0
2358,Chivas Regal Mizunara,205,2,40.0,Mizunara Oak,10,15,50,20,30,40,35,85,15,20,60,20,75,20
2359,Nikka Miyagikyo Single Malt,516,3,45.0,"sherry, new American oak, ex-bourbon oak, and others",50,5,50,40,30,20,40,60,0,0,55,50,80,30
2360,Tullamore D.E.W. 14 Year Single Malt,118,3,41.3,"finished in ex-bourbon, ex-oloroso sherry, ex-port, and ex-madeira",10,0,40,20,30,50,40,40,0,0,40,30,50,40
2361,Stalk & Barrel Blue Blend,19,2,40.0,ex bourbon,20,0,40,5,0,35,35,55,0,0,55,10,40,55
2362,Ichiro's Malt & Grain,183,4,46.5,,10,15,35,20,15,30,40,75,10,20,65,15,78,40
2363,Two Brewers Yukon Single Malt (Release 1),2,4,46.0,Assorted Barrels,30,0,60,45,10,30,30,40,10,0,45,30,55,50
2364,Caldera Hurricane 5 Blended Whisky,24,2,40.0,,30,0,50,30,20,35,40,50,0,0,45,30,50,20
2365,Clyde May's Special Reserve Alabama Style Whiskey (110 Proof),163,3,55.0,"new, charred American oak",5,0,45,5,20,60,40,70,0,0,20,5,70,5
2366,Nikka Super Revival Blended Whisky,19,3,43.0,,25,25,50,30,10,40,40,55,5,5,25,30,30,25
2367,Woodford Reserve Kentucky Derby 142,40,2,45.2,"new, charred American oak",60,0,70,0,60,80,70,40,0,0,30,40,20,0
2368,Finlaggan Cask Strength Islay Single Malt,27,1,58.0,,40,50,20,10,25,40,35,40,15,10,35,10,15,10
2369,Catoctin Creek Kings Mountain American Malt Whisky,2,4,46.0,"new, charred American oak",0,0,60,50,30,50,40,40,0,10,30,50,30,40
2370,Centennial Limited Edition Canadian Whisky,26,2,40.0,charred oak,40,0,50,0,0,35,40,50,0,0,50,10,30,35
2371,McKenzie Bourbon,37,2,45.5,53-gallon American white oak,0,0,50,0,0,35,30,65,0,0,65,0,45,0
2372,Mackmyra Svensk Rök,117,3,46.1,Swedish Oak,75,0,70,30,30,30,35,40,20,20,70,40,40,20
2373,Mackmyra Brukswhisky,135,2,41.4,"Ex-Bourbon, Ex-Sherry, and Swedish Oak",10,10,80,75,50,50,45,55,10,10,60,60,65,20
2374,Medley Brothers Kentucky Straight Bourbon Whiskey,55,2,51.0,"new, charred American oak",0,0,70,0,10,70,70,50,0,0,30,0,50,0
2375,Cardhu 15 Year,104,3,40.0,Used American oak,5,0,35,15,5,10,45,55,5,5,70,15,65,60
2376,Sonoma County Distilling Co. West of Kentucky Bourbon No. 1,33,3,47.8,"new, charred American oak, finished in used American whiskey barrels",50,0,40,20,10,60,60,70,0,0,20,15,40,5
2377,Deanston 18 Year,117,4,46.3,Hogshead and first-fill Kentucky bourbon,0,0,20,20,30,40,30,20,0,0,35,15,25,10
2378,The Gifted Horse American Whiskey,147,2,57.5,"new, charred American oak",30,0,20,0,10,70,70,70,0,10,40,20,50,0
2379,Elijah Craig Small Batch Bourbon,6318,2,47.0,"new, charred American oak",20,0,45,35,15,45,45,75,0,0,50,25,45,0
2380,Redemption Barrel Proof 8 Year Straight Rye,25,4,60.75,"new, charred American oak",20,0,70,10,20,50,30,30,0,0,50,10,10,0
2381,Turley Mill Single-Barrel Cask-Strength Straight Rye,5,3,57.5,"new, charred American oak",10,0,40,20,10,80,80,70,0,0,20,20,30,0
2382,Nomad Outland Blended Whisky,124,2,41.3,finished in Pedro Ximenez casks,0,0,50,0,50,70,90,90,0,0,70,60,80,70
2383,Dark Northern Straight Rye Whiskey,5,3,40.0,,20,0,30,10,40,30,40,20,0,0,20,0,0,0
2384,William Lawson's 13 Year,18,3,40.0,ex-bourbon ,15,0,30,5,0,80,80,70,0,10,40,20,60,10
2385,Wigle Organic Pennsylvania Bourbon,91,3,46.0,small oak casks,60,0,40,0,10,50,60,50,0,0,60,0,20,0
2386,Trail's End 8 Year Bourbon,118,2,45.0,finished in Oregon oak,0,0,40,10,30,40,25,20,10,10,30,10,20,10
2387,The Deveron 12 Year,271,2,40.0,,30,25,0,15,10,45,45,20,10,0,20,0,45,35
2388,Highland 1995 20 Year (The Exclusive Malts),2,4,54.6,ex-sherry ,20,0,15,30,5,70,80,50,0,0,20,5,40,0
2389,Mosswood Apple-Brandy-Aged American Light Whiskey,4,2,46.0,finished in ex-apple brandy casks,0,0,20,10,20,20,30,30,0,0,20,0,60,0
2390,Jefferson's Reserve Groth Reserve Cask Finish,275,4,45.1,French oak former cabernet sauvignon barrels,30,0,50,20,10,70,70,50,0,20,60,20,70,30
2391,Stranahan's Diamond Peak (old recipe),310,3,47.0,"new, charred American oak",50,0,60,10,20,70,80,30,0,10,40,0,10,20
2392,Cooperstown Distillery Classic American Whiskey,62,2,45.0,used bourbon barrels,40,0,60,40,60,50,50,40,0,30,50,0,50,20
2393,Cooperstown Distillery Beanball Bourbon,45,2,45.0,"new, charred American oak",30,0,70,40,10,50,50,40,0,20,50,0,20,20
2394,Snake River Stampede 100 Year Anniversary,28,2,40.0,"ex-bourbon, ex-sherry and ex-rye",0,0,30,30,10,60,70,70,0,0,60,40,60,80
2395,George Washington Single Malt Whisky Limited Edition,3,5,40.0,"ex-bourbon, re-coopered in Speyside; finished in Madeira casks",20,0,50,10,20,50,40,40,0,0,30,10,20,0
2396,Scallywag Blended Malt,143,3,46.0,"Sherry Butts, Bourbon Hogsheads",15,0,35,15,40,75,60,40,0,0,20,15,65,20
2397,Rock Town Arkansas Straight Rye,19,2,46.0,"new, charred American oak",10,0,60,70,40,50,50,40,0,10,40,20,10,30
2398,Black Bull 21 Year (Duncan Taylor),6,4,50.0,,15,5,30,10,5,70,75,70,0,0,50,0,20,20
2399,Five & 20 Bourbon (SB)2BW,10,2,45.0,"new, charred American oak",40,0,80,40,20,60,50,50,0,0,50,20,30,20
2400,Teeling Single Malt Irish Whiskey,556,2,46.0,ex-sherry/madeira/port/white burgundy/cabernet sauvignon,5,0,0,0,5,70,75,85,0,0,40,20,70,20
2401,Spirit of America Bourbon,9,2,43.0,"new, charred American oak",20,0,30,30,40,50,50,70,0,10,70,30,70,60
2402,Paul John Brilliance Single Malt,138,2,46.0,ex-bourbon,0,10,90,60,50,40,60,60,0,0,30,60,40,30
2403,"Booker's Bourbon Batch 2015-04 ""Oven Buster Batch""",53,3,63.5,"new, charred American oak",20,0,20,70,10,70,70,40,0,20,20,10,15,0
2404,Benromach Sassicaia Wood Finish 2007,34,3,45.0,first-fill bourbon; finished in Sassicaia wine casks,20,0,35,35,20,40,40,40,5,5,15,35,50,15
2405,BenRiach 15 Year Dark Rum Finish,20,3,46.0,"Ex-Bourbon, Ex-Dark Rum",10,0,50,30,20,60,70,80,0,10,70,20,70,50
2406,Leopold Bros. Michigan Cherry Whiskey,16,2,40.0,finished in used bourbon,0,0,15,0,0,0,20,65,0,0,25,30,80,10
2407,Redlands Estate New Malt,0,3,50.0,,0,0,40,30,10,20,50,60,0,10,30,50,60,40
2408,11 Wells Wheat Whiskey,9,3,42.0,"new, charred American oak",0,0,60,10,20,10,10,60,0,10,60,0,50,0
2409,Barrell Bourbon Batch 004,34,3,58.35,"new, charred American oak",60,0,50,20,70,80,80,70,10,20,70,40,60,40
2410,Rieger's Kansas City Whiskey,287,2,46.0,,15,0,85,15,10,40,40,70,0,0,40,40,35,10
2411,Highland Park Ambassador's Choice 10 Year,18,3,46.0,"ex-bourbon, ex-Oloroso sherry",15,10,35,15,10,55,55,65,10,10,35,15,55,25
2412,Talisker Skye,806,2,45.8,refill American oak,30,25,50,25,15,45,45,45,15,15,20,25,45,0
2413,Jameson Rarest Vintage Reserve (2009 Release),27,5,46.0,"2nd-fill ex-bourbon, ex-port pipes",0,0,60,50,70,80,80,80,30,30,60,50,80,50
2414,Royal Salute 21 Year The Diamond Tribute,18,5,40.0,,20,0,50,20,10,60,70,60,10,0,40,40,70,10
2415,Blood Oath Bourbon Pact No. 1,81,4,49.3,"new, charred American oak",15,0,35,0,10,70,75,80,0,0,40,10,25,0
2416,Forty Creek Confederation Oak Reserve,106,3,40.0,"American white oak, finished in Canadian oak",40,0,40,40,20,50,50,50,0,0,40,30,30,0
2417,Swift Single Malt Texas Whiskey,71,3,43.0,"lightly charred ex-Kentucky bourbon barrels, ex-oloroso sherry butts",10,0,30,20,20,60,6,65,0,0,40,30,75,30
2418,Tomatin 30 Year,16,5,46.0,refill American oak ,0,0,30,30,20,40,50,50,0,30,40,20,50,20
2419,Balblair 2003 1st Release,53,3,46.0,ex-bourbon,30,0,20,5,0,40,30,35,0,0,25,5,35,5
2420,Corsair Oatrage,49,3,50.0,"new, charred American oak",20,0,40,15,10,70,80,75,0,5,30,0,15,25
2421,New England Distilling Gunpowder Rye,51,2,43.5,"new, charred American oak",10,0,80,70,20,50,50,50,20,10,60,20,60,50
2422,Pinckney Bend Rye and Rested American Whiskey,4,2,50.0,"new, charred American oak",30,0,90,20,20,70,70,70,0,0,70,40,60,0
2423,Jim Beam Signature Craft Soft Red Wheat Bourbon 11 Year,21,4,45.0,"new, charred American oak",10,0,60,10,70,70,70,80,0,0,90,10,60,60
2424,Silver Coyote Pure Malt Whiskey,11,2,46.0,,0,0,20,30,20,20,40,30,0,0,40,0,20,50
2425,Laphroaig PX Cask,511,4,48.0,"American Oak, Quarter Cask, Pedro Ximenez",80,80,70,50,30,50,55,70,60,70,30,30,20,10
2426,Twelve Five Rye,3,2,47.5,new charred oak,0,0,30,5,0,45,40,60,0,0,35,20,40,5
2427,High West Silver Whiskey OMG Rye,37,2,67.0,,0,0,30,40,10,50,10,50,0,0,5,0,20,25
2428,Ranger Creek Rimfire Mesquite Smoked Texas Single Malt,55,3,43.0,"new, charred American oak",55,0,60,40,30,45,45,50,0,0,45,30,25,0
2429,Rough Rider Bull Moose 3 Barrel Rye,51,2,45.0,new charred oak/ex-bourbon/ex-single malt,15,0,35,20,5,70,70,80,0,0,30,0,30,20
2430,Glenfiddich The Original,76,4,40.0,,20,0,45,35,30,70,70,70,0,10,75,10,75,75
2431,Glen Moray 12 Year,450,2,40.0,,10,0,60,45,70,80,85,88,5,10,83,10,85,65
2432,Longrow Peated,373,3,46.0,ex-bourbon,87,88,76,68,85,78,76,74,86,84,82,40,73,72
2433,Mortlach 18 Year,42,5,43.4,ex-bourbon/ex-sherry,10,0,40,5,15,70,75,65,0,0,20,0,20,10
2434,Dry Fly Straight Washington Wheat Whiskey,139,2,40.0,"new, charred American oak",0,0,30,0,5,60,65,75,0,0,15,0,15,5
2435,Rough Rider Straight Bourbon,169,2,45.0,new charred oak/ex-wine,0,0,15,0,10,80,80,85,0,0,20,0,40,5
2436,Collingwood Rye 21 Year,26,3,40.0,,20,0,50,80,30,55,55,50,0,0,40,30,40,0
2437,Koval Single Barrel Bourbon,579,2,47.0,"new, charred American oak",45,0,60,65,45,60,60,60,0,10,60,50,65,20
2438,Sonoma County Distilling Co. 2nd Chance Wheat Whiskey,26,3,46.0,used rye whiskey barrels,0,0,20,15,0,40,40,50,0,0,15,10,15,30
2439,Benromach Cask Strength 2003,24,3,58.2,used bourbon ,30,25,10,10,0,60,65,35,0,5,10,0,20,5
2440,Bastille 1789 Blended Whisky,245,2,40.0,French Limousin oak,0,0,15,0,0,70,70,80,0,0,15,0,35,8
2441,Glen Grant 16 Year,69,3,43.0,ex-bourbon,30,0,40,40,30,70,60,70,10,10,60,40,80,50
2442,Yellow Rose Straight Rye Whiskey,60,2,45.0,"new, charred American oak",40,0,60,50,20,50,50,60,0,0,50,40,50,0
2443,Powers Gold Label,567,2,43.2,used American Oak,20,0,40,30,50,70,40,60,20,30,30,0,60,50
2444,Speyburn 10 Year,687,1,40.0,,10,0,5,15,0,50,50,60,0,0,10,15,20,5
2445,Arran Sauternes Cask Finish Single Malt,117,3,50.0,"ex-bourbon, ex-Sauternes wine ",0,0,50,30,40,60,60,70,0,30,40,40,70,20
2446,Masterson's Straight Barley Whiskey 10 Year,20,3,46.0,white oak,30,0,60,80,40,50,60,50,0,0,50,50,50,10
2447,Abraham Bowman Port Finished Bourbon (2013 Release),22,3,50.0,"new American oak, ex-port wine ",0,0,45,0,0,45,55,87,0,0,30,10,35,0
2448,The Irishman Founder's Reserve,254,2,40.0,ex-Bourbon,20,0,40,30,20,40,40,50,0,0,30,50,70,30
2449,Ichiro's Malt Chichibu The First,34,5,59.0,"ex-bourbon, Mizunara oak",10,0,40,20,30,60,60,70,0,0,60,40,70,30
2450,Tullamore D.E.W. Phoenix,169,3,55.0,ex-bourbon & ex-Sherry,30,0,80,30,60,70,60,50,0,0,50,30,50,20
2451,2 Gingers,327,1,40.0,ex-Bourbon,20,0,40,30,40,70,70,70,0,0,60,80,70,10
2452,Cutty Sark Prohibition Edition,294,2,50.0,used American barrels,30,20,70,30,60,50,50,50,10,20,60,50,60,30
2453,Angel's Envy Rye Finished in Caribbean Rum Casks,2532,3,50.0,"new, charred American oak & Caribbean rum casks",30,0,80,30,30,60,80,40,10,0,50,50,50,25
2454,Wild Turkey Rye,446,2,40.5,"new, charred American oak",20,0,90,30,30,80,40,20,30,30,10,60,30,20
2455,Old Forester Classic 86 Proof,1742,1,43.0,"new, charred American oak",20,0,30,40,30,40,50,60,0,0,40,20,70,40
2456,Brenne French Single Malt Whisky,292,3,40.0,"new Limousin oak, finished in ex-Cognac barrels",0,0,40,20,20,60,60,70,0,0,70,50,70,90
2457,"Ezra Brooks ""Ezra B."" 12 Year Single Barrel Bourbon",142,2,49.5,"new, charred American oak",50,0,40,30,50,60,60,50,0,0,30,40,60,30
2458,Hudson Four Grain Bourbon,245,4,46.0,"Three-Gallon, New American Oak ",30,0,50,30,50,50,40,30,0,0,20,30,60,40
2459,Aberlour 15 Year Select Cask Reserve,82,4,40.0,ex-bourbon / ex-sherry,30,0,50,20,20,70,70,70,10,10,50,40,80,30
2460,Macallan Fine Oak 10 Year,547,2,40.0,"ex-bourbon, European ex-sherry, American ex-sherry",20,0,40,20,60,70,70,70,0,20,50,50,50,20
2461,Penderyn Madeira,357,3,46.0,"ex-bourbon, ex-Madeira ",10,0,60,20,20,60,70,70,10,10,70,30,80,20
2462,Johnnie Walker Double Black,2116,2,40.0,heavily charred ex-bourbon,100,60,70,40,60,50,50,50,40,10,40,30,40,10
2463,Dewar's 12 Year The Ancestor (Discontinued),901,2,40.0,"ex-bourbon, ex-oloroso Sherry",10,10,60,40,10,70,70,70,10,50,70,30,80,30
2464,Auchentoshan 12 Year,1553,2,40.0,"ex-Bourbon, ex-Oloroso Sherry",20,10,40,30,30,60,60,70,10,10,70,50,80,40
2465,Ancient Ancient Age 10 Year,70,1,43.0,American Oak,20,0,30,0,0,30,30,40,20,20,30,10,50,0
2466,Jefferson's Very Small Batch Bourbon,2086,2,41.15,"new, charred American oak",20,0,30,20,40,30,30,50,0,10,30,20,40,0
2467,J.P. Wiser's Small Batch Canadian Whisky,19,2,43.4,oak,40,0,65,25,30,40,45,60,0,0,50,20,50,30
2468,Jack Daniel's Old No. 7,5068,1,40.0,"new, charred American oak",0,0,30,0,20,40,20,70,0,0,70,10,80,0
2469,anCnoc 12 Year,672,2,40.0,Previously used American and Spanish oak barrels,20,10,40,30,40,70,70,70,30,30,60,50,70,50
2470,Famous Grouse,1282,1,40.0,,30,20,50,30,50,60,70,70,20,20,60,60,80,20
2471,Isle of Skye 8 Year,75,1,40.0,ex-Bourbon,50,50,50,40,40,50,50,70,40,40,50,50,50,20
2472,Glenmorangie Quinta Ruban 12 Year,2239,3,46.0,"ex-bourbon, finished in Ruby Port pipes",30,10,60,20,40,60,80,90,10,30,70,50,80,30
2473,Glenlivet 12 Year Double Oak,5811,2,40.0,European and American oak,30,10,40,20,30,50,50,60,10,10,70,60,60,10
2474,Teaninich Flora & Fauna 10 Year,25,3,43.0,,15,0,20,15,50,45,40,20,25,0,15,25,35,20
2475,Jura Superstition,818,3,43.0,ex bourbon barrels,50,50,60,30,50,70,70,70,10,40,70,20,60,20
2476,Glenmorangie The Original 10 Year,5182,2,40.0,used American oak,20,10,30,20,30,60,60,70,20,10,70,60,80,50
2477,Glenkinchie Distillers Edition,151,3,43.0,aged predominantly in ex-bourbon and finished in Amontillado Sherry casks,30,10,60,40,20,60,60,40,10,30,60,30,60,20
2478,Glen Elgin 12 Year,111,3,43.0,,15,0,25,0,35,45,40,20,0,0,20,15,70,35
2479,Amrut Single Malt,253,2,46.0,ex-bourbon & new american oak,20,0,50,20,30,50,50,60,0,0,70,40,60,10
2480,FEW Straight Rye,503,3,46.5,"new, charred American oak",20,0,70,40,30,50,50,60,0,0,40,40,50,30
2481,Port Charlotte PC10 Tro Na Linntean,7,5,59.8,American oak,45,65,55,10,30,35,65,20,30,25,15,0,25,0
2482,Powers Special Reserve 12 Year,88,2,40.0,used American Oak,20,0,30,20,20,50,50,70,0,0,50,50,50,20
2483,Bushmills Black Bush,1437,2,40.0,ex-bourbon & ex-sherry,30,10,70,20,30,70,70,70,10,10,60,30,70,30
2484,Crown Royal Limited Edition,78,2,40.0,previously used barrels,0,0,80,50,30,50,70,70,0,0,70,30,60,60
2485,Alberta Springs 10 Year,34,1,40.0,,0,0,70,70,40,60,50,50,20,0,60,70,50,30
2486,Woodford Reserve Bourbon,9091,2,45.2,"new, charred American oak",60,0,70,0,60,80,70,40,0,0,30,40,20,0
2487,Jim Beam Black Label Double Aged 8 Year,643,1,43.0,"new, charred American oak",50,0,50,20,50,60,50,30,20,10,30,40,40,10
2488,Evan Williams Black Label,1835,1,43.0,"new, charred American oak",20,0,50,30,40,50,50,40,20,20,40,50,20,0
2489,Slane Special Edition,7,2,45.0,"virgin oak, ex-American whiskey barrels, and former Oloroso sherry butts",40,0,55,60,10,45,45,35,0,0,35,45,25,0
2490,10th Street Distiller's Cut Peated Single Malt,2,3,44.0,ex-bourbon,60,80,60,30,80,70,30,40,0,0,30,50,50,10
2491,High West High Country American Single Malt (2021 Release),24,3,44.0,finished in oloroso sherry casks,10,0,40,60,20,40,70,50,0,10,80,30,40,20
2492,Laws Four Grain Cognac Finished Bourbon (2021 Release),1,3,47.5,"new, charred American oak, cognac casks, and French oak vat",0,0,70,50,10,60,40,30,0,0,60,40,70,40
2493,Old Perth Cask Strength Blended Malt,5,2,58.6,Sherry casks,0,0,30,25,35,40,30,25,0,0,30,20,25,10
2494,Bahnbrëcker Slow River Blend Hefeweizen Whiskey,8,2,40.0,,5,0,65,45,40,60,60,85,5,5,50,35,50,35
2495,Tamworth Deerslayer Venison Whiskey,1,3,49.5,,40,0,70,80,40,50,30,30,0,0,60,50,10,0
2496,Castle & Key Restoration Rye 2021 (Batch #1),32,2,50.5,,10,0,40,50,10,60,30,50,0,0,50,50,70,70
2497,Takamine Whiskey 8 Year,19,4,40.0,"new American oak, ex-bourbon ",40,0,20,70,50,60,60,30,0,0,40,60,40,10
2498,Whistlepig Farmstock Bourbon Beyond Bonded,15,4,50.0,"new, charred American oak",25,0,55,45,10,45,45,55,0,0,35,35,55,0
2499,10th Street STR Single Malt,4,3,46.0,"Shaved, Toasted, and Re-Charred",20,0,60,30,60,50,70,30,0,0,70,50,40,20
2500,Thomas S. Moore Chardonnay Cask Finished Bourbon,78,3,48.95,"new, charred American oak; finished in chardonnay casks",0,0,20,15,5,70,70,60,0,0,30,25,70,3
2501,Catoctin Creek Ragnarök Rye (2021 Release),4,4,46.0,new white oak; finished in sugar maple and cherrywood,10,0,30,10,20,75,80,85,0,5,20,15,50,5
2502,Shibui Single Grain 8 Year,0,4,40.0,manzanilla and fino sherry casks,5,0,30,30,45,55,50,70,10,5,45,25,50,45
