,whisky_id,link,image,name,avr_rating,category,location,total_rating,price_tier,abv,cask_type,smoky,peaty,spicy,herbal,oily,body,rich,sweet,salty,vanilla,tart,fruity,floral
1233,1234,/spirits/springbank-10-year-local-barley,"https://ip-distiller.imgix.net/images/spirits/acb75d20-d6af-0135-f27b-663947d4e319/springbank_10_local_barley_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Springbank 10 Year Local Barley,7.71,Peated Single Malt,"Campbeltown, Scotland",31.0,4,57.3,ex-bourbon and ex-sherry,10,20,5,35,45,60,55,20,25,20,40,40,10
1234,1235,/spirits/barrell-rye-batch-002,"https://ip-distiller.imgix.net/images/spirits/9c57f190-bdc7-0135-b24b-7235595836db/barrell_rye_batch_2_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Barrell Rye Batch 002,7.66,Rye,"(bottled in) Kentucky, Multiple Countries",29.0,3,58.8,"new, charred American oak  ",20,0,75,30,65,70,60,45,0,50,15,10,10
1235,1236,/spirits/nikka-yoichi-woody-vanillic,"https://ip-distiller.imgix.net/images/spirits/5ed16be0-bd90-0135-0726-1e28949d08c0/nikka_woody_vanillic_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Nikka Yoichi Woody & Vanillic,7.41,Peated Single Malt,Japan,17.0,5,55.0,,75,50,30,15,20,60,70,30,15,50,15,40,30
1236,1237,/spirits/barrell-bourbon-batch-014,"https://ip-distiller.imgix.net/images/spirits/8781e6a0-b060-0135-4269-76766f4aff60/barrel_bourbon_14_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Barrell Bourbon Batch 014,8.05,Bourbon,USA,81.0,4,54.7,"new, charred American oak   ",10,0,40,20,40,40,45,55,0,50,20,25,20
1237,1238,/spirits/forty-creek-heritage,"https://ip-distiller.imgix.net/images/spirits/976644c0-ac9b-0135-46c8-520d59956811/forty_creek_heritage_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Forty Creek Heritage,7.37,Canadian,"Ontario, Canada",27.0,3,40.0,American oak,40,0,50,40,25,45,45,50,0,55,40,50,35
1238,1239,/spirits/teeling-whiskey-the-revival-15-year-single-malt-volume-iv,"https://ip-distiller.imgix.net/images/spirits/6eb342d0-ac59-0135-ae41-1af2b070987f/teeling_revival_4_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Teeling The Revival 15 Year Single Malt (Volume IV),8.33,Single Malt,Ireland,21.0,4,46.0,"ex-bourbon, finished in Muscat port barrels",0,0,50,10,20,55,55,85,10,70,65,85,50
1239,1240,/spirits/1792-bottled-in-bond,"https://ip-distiller.imgix.net/images/spirits/4aec32f0-ab92-0135-7865-5ad70f679d1a/1792_bottled_in_bond_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",1792 Bottled in Bond Bourbon,7.26,Bourbon,"Kentucky, USA",588.0,2,50.0,"new, charred American oak   ",5,0,25,5,5,60,70,65,5,30,10,20,0
1240,1241,/spirits/virgil-kaine-electric-owl-9-year-bourbon,"https://ip-distiller.imgix.net/images/spirits/9f7a2180-9fdb-0135-86f2-62d34e486100/virgil_kaine_electric_owl_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Virgil Kaine Electric Owl 9 Year Bourbon,8.0,Bourbon,"(bottled in) South Carolina, USA",8.0,3,50.05,finished in barrels which held both Pinot Noir and ale,30,0,80,60,40,70,60,60,10,60,30,70,10
1241,1242,/spirits/nikka-yoichi-single-malt-moscatel-finish-2017,"https://ip-distiller.imgix.net/images/spirits/c50f9b60-986f-0135-ed0f-3e791e72969c/single_malt_yoichi_moscatel_wood_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Nikka Yoichi Moscatel Finish (2017 Release),8.33,Peated Single Malt,Japan,9.0,4,46.0,Finished in ex-Moscatel wine cask,50,75,10,30,10,55,65,70,5,20,25,70,35
1242,1243,/spirits/compass-box-no-name,"https://ip-distiller.imgix.net/images/spirits/6cddc6d0-8ac8-0135-9699-425102a0eda3/compass_box_no_name_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Compass Box No Name,9.03,Peated Blended Malt,Scotland,115.0,4,48.9,"recharred American oak, refill American oak, recharred hogshead, French oak hybrid",90,90,50,20,60,80,40,40,30,30,40,40,0
1243,1244,/spirits/kilchoman-red-wine-cask-matured,"https://ip-distiller.imgix.net/images/spirits/075b4a20-8697-0135-29b6-0afd53fc63d9/kilchoman_red_wine_cask_matured_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Kilchoman Red Wine Cask Matured (2017 Edition),8.44,Peated Single Malt,"Islay, Scotland",43.0,4,50.0,ex-red wine casks,20,40,60,20,50,60,60,40,25,35,20,45,15
1244,1245,/spirits/ichiro-s-malt-chichibu-the-peated-2012,"https://ip-distiller.imgix.net/images/spirits/3c4f0610-8043-0135-048d-46b5f33f6685/ichiros_malt_chichibu_the_peated_2012_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Ichiro's Malt Chichibu The Peated 2012,9.0,Peated Single Malt,Japan,6.0,5,50.5,"bourbon cask, refill hogshead, oak hogshead",80,75,30,25,40,50,60,43,27,57,32,65,31
1245,1246,/spirits/octomore-masterclass-08-2-167,"https://ip-distiller.imgix.net/images/spirits/003fec00-5f88-0135-53ed-3a578a129e1c/octomore_masterclass_082_167_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Octomore Masterclass 08.2/167,8.69,Peated Single Malt,"Islay, Scotland",72.0,5,58.4,"European oak ex-wine barrels, finished in Amarone wine casks",45,70,20,15,30,50,65,30,0,15,0,20,30
1246,1247,/spirits/little-book-the-easy-blended-straight-whiskey,"https://ip-distiller.imgix.net/images/spirits/000f9bf0-538e-0135-e76f-063a6596227f/little_book_the_easy_whiskey_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Little Book Chapter 1: The Easy,8.1,Blended American Whiskey,"Kentucky, USA",282.0,3,60.24,"used whiskey and new, charred American oak ",30,0,25,0,35,30,75,90,10,50,30,25,20
1247,1248,/spirits/glen-moray-mastery,"https://ip-distiller.imgix.net/images/spirits/ca753110-43f8-0135-a83a-0ec867f193b2/glen_moray_mastery_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glen Moray Mastery,9.2,Single Malt,"Speyside, Scotland",5.0,5,52.3,"blend of ex-sherry, ex-port, and ex-Madeira",20,0,75,30,30,50,75,50,0,55,55,65,20
1248,1249,/spirits/lohin-mckinnon-canada-anniversary-limited-edition,"https://ip-distiller.imgix.net/images/spirits/1d099dd0-3b81-0135-aae1-06ddb726a58b/lohin_mckinnon_barkey_rye_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Lohin McKinnon Canada Anniversary Limited Edition,8.0,Canadian,"British Columbia, Canada",11.0,3,43.0,ex-bourbon and Oloroso sherry,45,50,45,10,10,40,45,45,0,30,25,45,25
1249,1250,/spirits/redemption-wheated-bourbon,"https://ip-distiller.imgix.net/images/spirits/fd8f6670-328c-0135-2252-4604d6c00ccf/redemption_wheated_bourbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Redemption Wheated Bourbon,7.28,Bourbon,"Indiana, USA",373.0,2,48.0,"new, charred American oak",10,0,45,20,40,40,35,35,10,35,20,10,20
1250,1251,/spirits/rock-oyster-18-year,"https://ip-distiller.imgix.net/images/spirits/b880a4c0-2846-0135-ebfa-261dcd78c7fc/rock_oyster_18_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Rock Oyster 18 Year,8.0,Peated Blended Malt,"Islands, Scotland",18.0,4,46.8,,50,50,30,0,40,60,70,45,10,20,0,30,35
1251,1252,/spirits/whistlepig-farmstock-crop-no-001-rye-whiskey,"https://ip-distiller.imgix.net/images/spirits/8e38d690-f60e-0134-5498-2a8353c8aa3f/whistlepig_farmstock_crop_no_001_rye_whiskey_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",WhistlePig FarmStock Rye Crop No. 001,7.39,Rye,Multiple Countries,158.0,4,43.0,"Vermont oak and new, charred American oak",0,0,45,15,45,10,15,80,0,85,0,10,10
1252,1253,/spirits/wyoming-whiskey-single-barrel-bourbon,"https://ip-distiller.imgix.net/images/spirits/ea6e4e50-debe-0134-bb80-02715d4bc68b/wyoming_whiskey_single_barrel_bourbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Wyoming Whiskey Single Barrel Bourbon (2017),7.0,Bourbon,"Wyoming, USA",15.0,3,44.0,"new, charred American oak",30,0,70,40,30,70,60,60,0,70,20,30,0
1253,1254,/spirits/yula-20-year,"https://ip-distiller.imgix.net/images/spirits/3c7263c0-de2d-0134-b6e1-6afd15b0fcdb/yula_20_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Yula 20 Year,8.0,Peated Blended Malt,Scotland,1.0,5,52.6,,45,55,10,20,30,40,40,40,50,30,20,40,40
1254,1255,/spirits/george-remus-straight-bourbon-whiskey,"https://ip-distiller.imgix.net/images/spirits/a2bac070-d136-0134-aee5-56bf3b831daa/remus_straight_bourbon_whiskey_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",George Remus Straight Bourbon Whiskey,6.97,Bourbon,"Indiana, USA",409.0,2,46.9,"new, charred American oak",20,0,50,40,30,50,60,50,0,50,30,60,0
1255,1256,/spirits/black-velvet-onyx-12-year,"https://ip-distiller.imgix.net/images/spirits/67d69cf0-c08e-0134-8401-1686840ac3e4/black_velvet_onyx_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Black Velvet Onyx 12 Year,5.33,Canadian,"Alberta, Canada",3.0,2,40.0,ex bourbon,35,0,50,10,10,40,40,45,0,50,15,55,15
1256,1257,/spirits/auchroisk-25-year-1990-2016-special-release,"https://ip-distiller.imgix.net/images/spirits/03d05810-98c2-0134-6e7c-7a01eae867ff/auchroisk_25_year_1990_2016_special_release_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Auchroisk 25 Year 1990 (2016 Special Release),9.5,Single Malt,"Speyside, Scotland",4.0,5,51.2,refill American and European oak,20,0,60,50,30,60,60,50,20,60,20,60,80
1257,1258,/spirits/twelve-barrels-canadian-whisky,"https://ip-distiller.imgix.net/images/spirits/874057b0-7d04-0134-d563-3a4e14804faa/twelve_barrels_canadian_whisky_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Twelve Barrels Canadian Whisky,6.0,Canadian,Canada,7.0,2,40.0,ex-bourbon,30,0,40,25,5,40,45,45,0,40,10,45,20
1258,1259,/spirits/glencadam-25-year,"https://ip-distiller.imgix.net/images/spirits/ed104bc0-589e-0134-fc04-7e91d162e1f1/glencadam_25_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glencadam 25 Year,8.86,Single Malt,"Highlands, Scotland",7.0,5,46.0,ex-bourbon,5,5,80,40,50,60,70,40,0,50,30,75,60
1259,1260,/spirits/stalk-barrel-red-label,"https://ip-distiller.imgix.net/images/spirits/87f9c350-4798-0134-ed2f-62ab8678806b/stalk_barrel_red_label_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Stalk & Barrel Red Blend,6.89,Canadian,"Ontario, Canada",45.0,1,43.0,ex bourbon,30,0,50,20,10,35,35,50,0,50,10,45,45
1260,1261,/spirits/belle-meade-bourbon-cognac-cask-finish,"https://ip-distiller.imgix.net/images/spirits/b2c32820-4235-0134-85d5-765f1f1eacf8/belle_meade_bourbon_cognac_cask_finish_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Belle Meade Bourbon Cognac Cask Finish,7.52,Bourbon,"(bottled in) Tennessee, USA",145.0,3,45.2,finished in ex-Cognac cask,30,0,70,40,10,70,50,40,0,40,0,20,0
1261,1262,/spirits/booker-s-bourbon-batch-2016-03-toogie-s-invitation,"https://ip-distiller.imgix.net/images/spirits/a2a22ec0-3b27-0134-4540-76846ae77baf/bookers_bourbon_batch_2016_03_toogies_invitation_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=","Booker's Bourbon Batch 2016-03 ""Toogie's Invitation""",7.95,Bourbon,"Kentucky, USA",66.0,3,64.5,"new, charred American oak",10,0,40,30,25,90,90,80,5,40,20,60,0
1262,1263,/spirits/tomatin-14-year,"https://ip-distiller.imgix.net/images/spirits/45e93ff0-3a5b-0134-09b1-6e7c6ce6833c/tomatin_14_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Tomatin 14 Year Port Casks,7.28,Single Malt,"Highlands, Scotland",274.0,3,46.0,"Ex-Bourbon, Finished in ex-Tawny Port Pipes",0,0,5,0,0,15,15,25,0,0,10,30,0
1263,1264,/spirits/dailuaine-34-year-2015-special-release,"https://ip-distiller.imgix.net/images/spirits/a6202020-395b-0134-bfb7-5e9d77e18ab5/dailuaine_34_year_2015_special_release_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Dailuaine 34 Year (2015 Special Release),8.8,Single Malt,"Speyside , Scotland",5.0,5,51.0,second-fill American oak hogshead ,15,0,30,25,15,80,75,60,0,60,10,15,10
1264,1265,/spirits/a-d-laws-triticum-straight-wheat-whiskey,"https://ip-distiller.imgix.net/images/spirits/1f62a280-2f47-0134-c03c-12de43585a63/a_d_laws_triticum_straight_wheat_whiskey_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Laws Triticum Straight Wheat Whiskey,7.24,Wheat Whiskey,"Colorado, USA",17.0,3,50.0,"new, charred American oak",10,0,15,40,10,15,30,40,0,45,0,55,45
1265,1266,/spirits/10th-mountain-rye-whiskey,"https://ip-distiller.imgix.net/images/spirits/ad4194d0-1eb6-0134-4a7d-2e2c0f6dd74d/10th_mountain_rye_whiskey_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",10th Mountain Rye Whiskey,7.77,Rye,"Colorado, USA",64.0,2,43.0,"new, charred American oak",10,0,45,10,5,55,40,15,0,20,0,15,15
1266,1267,/spirits/catoctin-creek-roundstone-rye-cask-proof-brandy-finished,"https://ip-distiller.imgix.net/images/spirits/82516620-1d37-0134-eb65-56e311fc1de6/catoctin_creek_roundstone_rye_cask_proof_brandy_finished_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Catoctin Creek Roundstone Rye Cask-Proof Brandy-Finished,6.58,Rye,"Virginia, USA",19.0,4,59.8,"new, charred American oak; finished in ex-brandy",10,0,40,20,5,70,70,70,0,30,20,50,10
1267,1268,/spirits/armorik-breton-single-malt-sherry-finish,"https://ip-distiller.imgix.net/images/spirits/e079c8f0-1bc1-0134-2716-36722922131a/armorik_breton_single_malt_sherry_finish_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Armorik Sherry Finish Single Malt,6.81,Single Malt,"Brittany , France",27.0,3,40.0,"ex-bourbon, ex-sherry",5,0,30,10,10,70,70,70,0,50,20,30,15
1268,1269,/spirits/the-glenlivet-cipher,"https://ip-distiller.imgix.net/images/spirits/50264230-10ad-0134-d258-26b1b53388d5/the_glenlivet_cipher_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glenlivet Cipher,8.08,Single Malt,"Speyside, Scotland",38.0,4,48.0,not disclosed at this time,40,0,55,20,10,30,30,40,0,40,30,60,30
1269,1270,/spirits/george-dickel-distillery-reserve-17-year,"https://ip-distiller.imgix.net/images/spirits/ba945cb0-0f2e-0134-88f4-0a2384160c33/george_dickel_distillery_reserve_17_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",George Dickel 17 Year Distillery Reserve (2016 Release),8.96,Tennessee,"Tennessee, USA",25.0,3,43.5,"new, charred American oak",15,0,30,20,35,55,50,55,0,60,10,15,10
1270,1271,/spirits/cardhu-21-year-2013-special-release,"https://ip-distiller.imgix.net/images/spirits/a6ce5a80-0387-0134-8cb0-4e6c3953646c/cardhu_21_year_2013_special_release_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Cardhu 21 Year (2013 Special Release),8.33,Single Malt,"Speyside, Scotland",6.0,5,54.2,ex-bourbon,15,0,45,0,40,35,40,70,40,75,65,70,60
1271,1272,/spirits/buffalo-trace-experimental-collection-15-min-infrared-light-wave-barrels-bourbon,"https://ip-distiller.imgix.net/images/spirits/c15ea900-fdc3-0133-37e1-2a2433b0b4cc/buffalo_trace_experimental_collection_15_min_infrared_light_wave_barrels_bourbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Buffalo Trace Experimental Collection 15 Minute Infrared Light,8.5,Bourbon,"Kentucky, USA",4.0,4,45.0,"new, charred American oak (#1 char level)",5,0,30,0,5,70,70,60,0,50,35,40,25
1272,1273,/spirits/three-ships-5-year-premium-select,"https://ip-distiller.imgix.net/images/spirits/d8c0e920-faba-0133-459d-0aef5527109f/three_ships_5_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Three Ships 5 Year Premium Select,6.29,Peated Blend,"South Africa, South Africa",28.0,2,43.0,American White Oak,50,55,45,30,10,60,60,60,25,55,35,55,15
1273,1274,/spirits/1792-small-batch-bourbon,"https://ip-distiller.imgix.net/images/spirits/8544b2a0-f869-0133-a404-52e91e072fa4/1792_small_batch_bourbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",1792 Small Batch Bourbon,6.86,Bourbon,"Kentucky, USA",3068.0,2,46.85,"new, charred American oak",5,0,35,5,10,80,80,60,0,15,10,40,0
1274,1275,/spirits/century-reserve-lot-15-25,"https://ip-distiller.imgix.net/images/spirits/c9d13c10-e6c0-0133-62fd-229b14a9ee3e/century_reserve_lot_15_25_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Century Reserve Lot 15/25 Canadian Rye,7.12,Canadian,"Alberta, Canada",8.0,2,40.0,charred oak,60,0,55,10,10,50,50,50,0,45,20,45,30
1275,1276,/spirits/aultmore-18-year,"https://ip-distiller.imgix.net/images/spirits/889a6150-e23e-0133-6258-6e049514dce4/aultmore_18_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Aultmore 18 Year,7.24,Single Malt,"Speyside, Scotland",72.0,4,46.0,,10,0,30,50,50,60,70,60,10,40,10,30,30
1276,1277,/spirits/auchentoshan-blood-oak,"https://ip-distiller.imgix.net/images/spirits/91379a00-cebb-0133-020b-2e6d5b878420/auchentoshan_blood_oak_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Auchentoshan Blood Oak,7.17,Single Malt,"Lowlands, Scotland",59.0,3,46.0,French Red Wine and American Bourbon,30,0,65,10,70,80,75,85,0,65,0,90,45
1277,1278,/spirits/hakushu-distiller-s-reserve,"https://ip-distiller.imgix.net/images/spirits/e71bb0b0-bbd3-0133-a404-16a648e409b7/hakushu_distillers_reserve_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Hakushu Distiller's Reserve,7.52,Peated Single Malt,Japan,275.0,3,43.0,,60,30,40,70,35,50,35,20,20,42,45,85,55
1278,1279,/spirits/green-spot-chateau-leoville-barton-single-pot-still,"https://ip-distiller.imgix.net/images/spirits/4366bc60-ba3f-0133-f5fb-5a1d05337e82/green_spot_chateau_leoville_barton_single_pot_still_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Green Spot Château Léoville Barton Single Pot Still,8.09,Single Pot Still,Ireland,172.0,4,46.0,"ex-bourbon, ex-sherry, ex-wine",10,0,20,5,10,60,60,80,0,40,10,70,20
1279,1280,/spirits/te-bheag-connoisseurs-blended-whisky,"https://ip-distiller.imgix.net/images/spirits/6a852400-a77a-0133-5062-7ae9529448b2/te_bheag_connoisseurs_blended_whisky_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Té Bheag Connoisseurs' Blended Whisky,6.59,Blended,Scotland,164.0,2,40.0,,55,60,50,30,30,40,45,45,35,35,20,30,30
1280,1281,/spirits/temple-bar-traditional-irish-whiskey,"https://ip-distiller.imgix.net/images/spirits/8833e290-a505-0133-fbeb-76b34d701716/temple_bar_traditional_irish_whiskey_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Temple Bar Traditional Irish Whiskey,7.17,Single Malt,Ireland,29.0,2,40.0,ex-bourbon and ex-sherry ,0,0,60,20,30,60,50,60,20,70,50,70,50
1281,1282,/spirits/oyo-dark-pumpernickel-rye-whiskey,"https://ip-distiller.imgix.net/images/spirits/6fe77310-a38b-0133-c799-6ad5ab1e5c70/oyo_dark_pumpernickel_rye_whiskey_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",OYO Dark Pumpernickel Rye Whiskey,6.92,Rye,"Ohio, USA",24.0,2,45.0,American oak,10,0,40,5,5,60,60,55,0,45,0,30,10
1282,1283,/spirits/john-david-albert-s-taos-lightning-single-barrel-straight-rye-5-year,"https://ip-distiller.imgix.net/images/spirits/fc09b690-a1aa-0133-9c62-0a6f19647330/john_david_albert_taos_lightning_rye_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",John David Albert's Taos Lightning Single Barrel Straight Rye 5 Year,7.5,Rye,"(bottled in) New Mexico, USA",14.0,3,45.0,"new, charred American oak",15,0,40,30,10,70,70,70,0,30,0,20,15
1283,1284,/spirits/forty-creek-three-grain-harmony,"https://ip-distiller.imgix.net/images/spirits/26270d20-8e48-0133-23d2-1efaf9aad028/forty_creek_three_grain_harmony_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Forty Creek Three Grain Harmony,7.67,Canadian,"Ontario, Canada",15.0,2,43.0,toasted white oak,30,0,55,20,10,55,55,60,0,55,35,55,50
1284,1285,/spirits/glen-breton-rare-battle-of-the-glen-15-year,"https://ip-distiller.imgix.net/images/spirits/84b7f850-6fce-0133-8324-36f43a4b8d45/glen_breton_battle_of_the_glen_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glen Breton Rare Battle of the Glen 15 Year,7.09,Single Malt,"Nova Scotia, Canada",11.0,4,43.0,American White Oak,35,0,50,10,0,45,45,45,0,25,20,55,60
1285,1286,/spirits/brenne-ten-single-malt-2015,"https://ip-distiller.imgix.net/images/spirits/56523c00-6c79-0133-24a5-2a2fce82570d/brenne_ten_french_single_malt_2015_limited_edition_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Brenne Ten Single Malt (2015 Edition),7.35,Single Malt,"Cognac, France",48.0,4,48.0,"ex-Cognac, new French oak ",10,0,40,20,10,80,75,60,0,50,15,60,30
1286,1287,/spirits/black-gate-single-cask-single-malt,"https://ip-distiller.imgix.net/images/spirits/f1256540-68ba-0133-664c-565af4d9f56b/Black_Gate_Single_Cask_Single_Malt_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Black Gate Single Cask Single Malt,8.75,Single Malt,"New South Wales, Australia",4.0,5,50.0,Ex-sherry,0,0,40,20,10,50,40,60,0,40,60,60,20
1287,1288,/spirits/mars-shinshu-iwai-tradition-japanese-whisky,"https://ip-distiller.imgix.net/images/spirits/4591deb0-66c9-0133-3e50-3ac0c026bdf8/mars_shinshu_iwai_tradition_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Mars Iwai Tradition,6.9,Blended,Japan,350.0,2,40.0,"ex-bourbon, ex-sherry, ex-wine",50,30,40,0,30,70,70,30,30,20,0,30,20
1288,1289,/spirits/glenfiddich-snow-phoenix,"https://ip-distiller.imgix.net/images/spirits/03a82ac0-55d1-0133-7e3b-3e8d51a1434b/glenfiddich_snow_phoenix_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glenfiddich Snow Phoenix,9.27,Single Malt,"Speyside, Scotland",44.0,4,47.6,American Oak and Oloroso Sherry,20,0,60,20,40,50,75,60,10,40,30,75,30
1289,1290,/spirits/jameson-crested-ten,"https://ip-distiller.imgix.net/images/spirits/04b9d0f0-4dd6-0133-cf90-1a816952a8d1/jameson_crested_ten_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Jameson Crested Ten,6.33,Blended,Ireland,70.0,3,40.0,"Ex-Bourbon, Ex-Sherry",0,0,50,20,50,60,70,80,0,70,30,80,70
1290,1291,/spirits/jim-beam-signature-craft-six-row-barley-bourbon-11-year,"https://ip-distiller.imgix.net/images/spirits/8333bd90-4da3-0133-de1e-0ee462ad8463/jim_beam_signature_craft_six_row_barley_11_year_bourbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Jim Beam Signature Craft Six-Row Barley Bourbon 11 Year,6.81,Bourbon,"Kentucky, USA",16.0,4,45.0,"new, charred American oak",30,0,70,0,30,60,40,50,0,60,0,20,0
